Year,Geography Name,Poverty Estimate,Population Estimate,Poverty Percent
2015,Carlsbad,335,3163,0.106
2015,Carlsbad,0,1439,0
2015,Carlsbad,0,484,0
2015,Carlsbad,0,371,0
2015,Carlsbad,404,6438,0.063
2015,Carlsbad,152,3180,0.048
2015,Carlsbad,252,3258,0.077
2015,Del Mar,36,854,0.042
2015,Del Mar,107,1763,0.061
2015,Del Mar,0,502,0
2015,Del Mar,6,1042,0.006
2015,Del Mar,0,92,0
2015,Del Mar,149,4253,0.035
2015,Del Mar,78,1916,0.041
2015,Del Mar,71,2337,0.03
2015,Solana Beach,26,399,0.065
2015,Solana Beach,68,1535,0.044
2015,Solana Beach,21,479,0.044
2015,Solana Beach,26,317,0.082
2015,Solana Beach,0,153,0
2015,Solana Beach,141,2883,0.049
2015,Solana Beach,61,1421,0.043
2015,Solana Beach,80,1462,0.055
2015,Solana Beach,132,1574,0.084
2015,Solana Beach,268,2720,0.099
2015,Solana Beach,16,697,0.023
2015,Solana Beach,182,1063,0.171
2015,Solana Beach,0,227,0
2015,Solana Beach,598,6281,0.095
2015,Solana Beach,419,3408,0.123
2015,Solana Beach,179,2873,0.062
2015,Solana Beach,0,187,0
2015,Solana Beach,99,1288,0.077
2015,Solana Beach,10,407,0.025
2015,Solana Beach,8,787,0.01
2015,Solana Beach,0,100,0
2015,Solana Beach,117,2769,0.042
2015,Solana Beach,56,1392,0.04
2015,Solana Beach,61,1377,0.044
2020,Escondido,619,3322,0.186
2015,Encinitas,240,1613,0.149
2015,Encinitas,120,2881,0.042
2015,Encinitas,35,668,0.052
2015,Encinitas,34,594,0.057
2015,Encinitas,0,372,0
2015,Encinitas,429,6128,0.07
2015,Encinitas,307,3321,0.092
2015,Encinitas,122,2807,0.043
2015,Encinitas,12,830,0.014
2015,Encinitas,89,2173,0.041
2015,Encinitas,18,664,0.027
2015,Encinitas,67,1252,0.054
2015,Encinitas,10,365,0.027
2015,Encinitas,196,5284,0.037
2015,Encinitas,112,2622,0.043
2015,Encinitas,84,2662,0.032
2015,Encinitas,119,1088,0.109
2015,Encinitas,302,3036,0.099
2015,Encinitas,114,1073,0.106
2015,Encinitas,120,1368,0.088
2015,Encinitas,20,600,0.033
2015,Encinitas,675,7165,0.094
2015,Encinitas,336,3536,0.095
2015,Encinitas,339,3629,0.093
2015,Encinitas,20,866,0.023
2015,Encinitas,59,1438,0.041
2015,Encinitas,0,214,0
2015,Encinitas,30,436,0.069
2015,Encinitas,26,249,0.104
2015,Encinitas,135,3203,0.042
2015,Encinitas,75,1546,0.049
2015,Encinitas,60,1657,0.036
2015,Encinitas,170,739,0.23
2015,Encinitas,262,1486,0.176
2015,Encinitas,154,537,0.287
2015,Encinitas,49,359,0.136
2015,Encinitas,65,300,0.217
2015,Encinitas,700,3421,0.205
2015,Encinitas,403,1813,0.222
2015,Encinitas,297,1608,0.185
2015,Encinitas,23,591,0.039
2015,Encinitas,85,1981,0.043
2015,Encinitas,63,636,0.099
2015,Encinitas,111,2078,0.053
2015,Encinitas,0,186,0
2015,Encinitas,282,5472,0.052
2015,Encinitas,180,2937,0.061
2015,Encinitas,102,2535,0.04
2015,Encinitas,38,479,0.079
2015,Encinitas,124,1205,0.103
2015,Encinitas,28,289,0.097
2015,Encinitas,19,389,0.049
2015,Encinitas,0,76,0
2015,Encinitas,209,2438,0.086
2015,Encinitas,77,1118,0.069
2015,Encinitas,132,1320,0.1
2015,Encinitas,237,1399,0.169
2015,Encinitas,162,2553,0.063
2015,Encinitas,229,977,0.234
2015,Encinitas,54,1016,0.053
2015,Encinitas,15,742,0.02
2015,Encinitas,697,6687,0.104
2015,Encinitas,387,3426,0.113
2015,Encinitas,310,3261,0.095
2015,Encinitas,273,1439,0.19
2015,Encinitas,314,2159,0.145
2015,Encinitas,157,746,0.21
2015,Encinitas,31,487,0.064
2015,Encinitas,0,251,0
2015,Encinitas,775,5082,0.152
2015,Encinitas,458,2576,0.178
2015,Encinitas,317,2506,0.126
2015,Encinitas,191,949,0.201
2015,Encinitas,63,1266,0.05
2015,Encinitas,0,326,0
2015,Encinitas,22,307,0.072
2015,Encinitas,0,106,0
2015,Encinitas,276,2954,0.093
2015,Encinitas,170,1413,0.12
2015,Encinitas,106,1541,0.069
2015,Carlsbad,58,1767,0.033
2015,Carlsbad,136,2562,0.053
2015,Carlsbad,0,499,0
2015,Carlsbad,168,1106,0.152
2015,Carlsbad,0,375,0
2015,Carlsbad,362,6309,0.057
2015,Carlsbad,220,3169,0.069
2015,Carlsbad,142,3140,0.045
2015,Carlsbad,140,633,0.221
2015,Carlsbad,337,2760,0.122
2015,Carlsbad,117,1006,0.116
2015,Carlsbad,118,1498,0.079
2015,Carlsbad,20,191,0.105
2015,Carlsbad,732,6088,0.12
2015,Carlsbad,432,3228,0.134
2015,Carlsbad,300,2860,0.105
2015,Carlsbad,33,410,0.08
2015,Carlsbad,154,1192,0.129
2015,Carlsbad,48,281,0.171
2015,Carlsbad,65,405,0.16
2015,Carlsbad,20,75,0.267
2015,Carlsbad,320,2363,0.135
2015,Carlsbad,152,1240,0.123
2015,Carlsbad,168,1123,0.15
2015,Carlsbad,127,723,0.176
2015,Carlsbad,162,2351,0.069
2015,Carlsbad,0,742,0
2015,Carlsbad,39,1025,0.038
2015,Carlsbad,0,193,0
2015,Carlsbad,328,5034,0.065
2015,Carlsbad,119,2353,0.051
2015,Carlsbad,209,2681,0.078
2015,Carlsbad,226,1556,0.145
2015,Carlsbad,284,3345,0.085
2015,Carlsbad,208,1361,0.153
2015,Carlsbad,42,997,0.042
2015,Carlsbad,13,331,0.039
2015,Carlsbad,773,7590,0.102
2015,Carlsbad,412,3608,0.114
2015,Carlsbad,361,3982,0.091
2015,Carlsbad,0,564,0
2015,Carlsbad,194,1904,0.102
2015,Carlsbad,35,715,0.049
2015,Carlsbad,10,933,0.011
2015,Carlsbad,34,196,0.173
2015,Carlsbad,273,4312,0.063
2015,Carlsbad,195,2297,0.085
2015,Carlsbad,78,2015,0.039
2015,Carlsbad,399,2111,0.189
2015,Carlsbad,439,2628,0.167
2015,Carlsbad,291,944,0.308
2015,Carlsbad,65,1113,0.058
2015,Carlsbad,59,344,0.172
2015,Carlsbad,1253,7140,0.175
2015,Carlsbad,621,3379,0.184
2015,Carlsbad,632,3761,0.168
2015,Carlsbad,75,1060,0.071
2015,Carlsbad,97,1145,0.085
2015,Carlsbad,27,200,0.135
2015,Carlsbad,23,605,0.038
2015,Carlsbad,0,124,0
2015,Carlsbad,222,3134,0.071
2015,Carlsbad,99,1449,0.068
2015,Carlsbad,123,1685,0.073
2015,Oceanside,294,1725,0.17
2015,Oceanside,284,2685,0.106
2015,Oceanside,98,943,0.104
2015,Oceanside,38,720,0.053
2015,Oceanside,77,371,0.208
2015,Oceanside,791,6444,0.123
2015,Oceanside,404,3164,0.128
2015,Oceanside,387,3280,0.118
2015,Oceanside,467,2828,0.165
2015,Oceanside,751,2823,0.266
2015,Oceanside,211,1104,0.191
2015,Oceanside,49,548,0.089
2015,Oceanside,136,861,0.158
2015,Oceanside,1614,8164,0.198
2015,Oceanside,785,3648,0.215
2015,Oceanside,829,4516,0.184
2015,Oceanside,85,750,0.113
2015,Oceanside,174,1086,0.16
2015,Oceanside,15,112,0.134
2015,Oceanside,25,275,0.091
2015,Oceanside,15,170,0.088
2015,Oceanside,314,2393,0.131
2015,Oceanside,186,1219,0.153
2015,Oceanside,128,1174,0.109
2015,Oceanside,253,965,0.262
2015,Oceanside,321,1071,0.3
2015,Oceanside,87,314,0.277
2015,Oceanside,98,470,0.209
2015,Oceanside,46,171,0.269
2015,Oceanside,805,2991,0.269
2015,Oceanside,450,1516,0.297
2015,Oceanside,355,1475,0.241
2015,Oceanside,281,1922,0.146
2015,Oceanside,345,2817,0.122
2015,Oceanside,34,657,0.052
2015,Oceanside,98,1026,0.096
2015,Oceanside,23,511,0.045
2015,Oceanside,781,6933,0.113
2015,Oceanside,445,3307,0.135
2015,Oceanside,336,3626,0.093
2015,Oceanside,282,2027,0.139
2015,Oceanside,706,3833,0.184
2015,Oceanside,263,1760,0.149
2015,Oceanside,135,1111,0.122
2015,Oceanside,108,606,0.178
2015,Oceanside,1494,9337,0.16
2015,Oceanside,822,4910,0.167
2015,Oceanside,672,4427,0.152
2015,Oceanside,210,1585,0.132
2015,Oceanside,418,1466,0.285
2015,Oceanside,171,828,0.207
2015,Oceanside,27,305,0.089
2015,Oceanside,90,430,0.209
2015,Oceanside,916,4614,0.199
2015,Oceanside,434,2191,0.198
2015,Oceanside,482,2423,0.199
2015,Oceanside,266,938,0.284
2015,Oceanside,221,1122,0.197
2015,Oceanside,65,434,0.15
2015,Oceanside,26,351,0.074
2015,Oceanside,22,382,0.058
2015,Oceanside,600,3227,0.186
2015,Oceanside,270,1678,0.161
2015,Oceanside,330,1549,0.213
2015,Oceanside,204,1144,0.178
2015,Oceanside,300,1992,0.151
2015,Oceanside,120,649,0.185
2015,Oceanside,22,389,0.057
2015,Oceanside,56,351,0.16
2015,Oceanside,702,4525,0.155
2015,Oceanside,435,2199,0.198
2015,Oceanside,267,2326,0.115
2015,Oceanside,0,310,0
2015,Oceanside,182,1088,0.167
2015,Oceanside,30,191,0.157
2015,Oceanside,220,1762,0.125
2015,Oceanside,0,88,0
2015,Oceanside,432,3439,0.126
2015,Oceanside,322,1934,0.166
2015,Oceanside,110,1505,0.073
2015,Oceanside,116,2284,0.051
2015,Oceanside,426,3297,0.129
2015,Oceanside,178,1739,0.102
2015,Oceanside,254,994,0.256
2015,Oceanside,56,814,0.069
2015,Oceanside,1030,9128,0.113
2015,Oceanside,448,4283,0.105
2015,Oceanside,582,4845,0.12
2015,Oceanside,353,1831,0.193
2015,Oceanside,750,3808,0.197
2015,Oceanside,88,1503,0.059
2015,Oceanside,35,1026,0.034
2015,Oceanside,0,150,0
2015,Oceanside,1226,8318,0.147
2015,Oceanside,523,4121,0.127
2015,Oceanside,703,4197,0.168
2015,Oceanside,0,985,0
2015,Oceanside,123,2136,0.058
2015,Oceanside,92,641,0.144
2015,Oceanside,44,1067,0.041
2015,Oceanside,0,225,0
2015,Oceanside,259,5054,0.051
2015,Oceanside,138,2543,0.054
2015,Oceanside,121,2511,0.048
2015,Oceanside,308,1322,0.233
2015,Oceanside,221,1292,0.171
2015,Oceanside,92,595,0.155
2015,Oceanside,36,343,0.105
2015,Oceanside,73,283,0.258
2015,Oceanside,730,3835,0.19
2015,Oceanside,313,1740,0.18
2015,Oceanside,417,2095,0.199
2015,Oceanside,251,1263,0.199
2015,Oceanside,363,2060,0.176
2015,Oceanside,132,736,0.179
2015,Oceanside,37,754,0.049
2015,Oceanside,8,228,0.035
2015,Oceanside,791,5041,0.157
2015,Oceanside,329,2732,0.12
2015,Oceanside,462,2309,0.2
2015,Oceanside,114,934,0.122
2015,Oceanside,146,1226,0.119
2015,Oceanside,89,659,0.135
2015,Oceanside,15,227,0.066
2015,Oceanside,47,184,0.255
2015,Oceanside,411,3230,0.127
2015,Oceanside,243,1668,0.146
2015,Oceanside,168,1562,0.108
2015,Oceanside,194,1429,0.136
2015,Oceanside,403,2052,0.196
2015,Oceanside,422,1404,0.301
2015,Oceanside,65,414,0.157
2015,Oceanside,140,423,0.331
2015,Oceanside,1224,5722,0.214
2015,Oceanside,615,2985,0.206
2015,Oceanside,609,2737,0.223
2015,Oceanside,81,877,0.092
2015,Oceanside,228,2284,0.1
2015,Oceanside,47,762,0.062
2015,Oceanside,50,469,0.107
2015,Oceanside,20,316,0.063
2015,Oceanside,426,4708,0.09
2015,Oceanside,279,2406,0.116
2015,Oceanside,147,2302,0.064
2015,Oceanside,276,2244,0.123
2015,Oceanside,376,1905,0.197
2015,Oceanside,320,1016,0.315
2015,Oceanside,130,738,0.176
2015,Oceanside,201,472,0.426
2015,Oceanside,1303,6375,0.204
2015,Oceanside,710,3105,0.229
2015,Oceanside,593,3270,0.181
2015,Oceanside,90,754,0.119
2015,Oceanside,83,1219,0.068
2015,Oceanside,0,416,0
2015,Oceanside,5,578,0.009
2015,Oceanside,67,320,0.209
2015,Oceanside,245,3287,0.075
2015,Oceanside,143,1678,0.085
2015,Oceanside,102,1609,0.063
2015,Oceanside,275,1682,0.163
2015,Oceanside,252,2330,0.108
2015,Oceanside,258,1072,0.241
2015,Oceanside,78,439,0.178
2015,Oceanside,25,388,0.064
2015,Oceanside,888,5911,0.15
2015,Oceanside,492,3124,0.157
2015,Oceanside,396,2787,0.142
2015,Oceanside,340,2280,0.149
2015,Oceanside,417,2764,0.151
2015,Oceanside,253,1277,0.198
2015,Oceanside,95,628,0.151
2015,Oceanside,54,712,0.076
2015,Oceanside,1159,7661,0.151
2015,Oceanside,725,3854,0.188
2015,Oceanside,434,3807,0.114
2015,Oceanside,346,1533,0.226
2015,Oceanside,477,3376,0.141
2015,Oceanside,495,1794,0.276
2015,Oceanside,102,872,0.117
2015,Oceanside,0,387,0
2015,Oceanside,1420,7962,0.178
2015,Oceanside,659,3825,0.172
2015,Oceanside,761,4137,0.184
2020,Chula Vista,160,659,0.243
2015,Oceanside,124,805,0.154
2015,Oceanside,131,1543,0.085
2015,Oceanside,69,570,0.121
2015,Oceanside,39,297,0.131
2015,Oceanside,71,285,0.249
2015,Oceanside,434,3500,0.124
2015,Oceanside,196,1581,0.124
2015,Oceanside,238,1919,0.124
2015,Oceanside,58,1330,0.044
2015,Oceanside,198,1191,0.166
2015,Oceanside,14,492,0.028
2015,Oceanside,22,192,0.115
2015,Oceanside,0,218,0
2015,Oceanside,292,3423,0.085
2015,Oceanside,186,1836,0.101
2015,Oceanside,106,1587,0.067
2015,Oceanside,286,1543,0.185
2015,Oceanside,352,2154,0.163
2015,Oceanside,124,1046,0.119
2015,Oceanside,169,1255,0.135
2015,Oceanside,26,318,0.082
2015,Oceanside,957,6316,0.152
2015,Oceanside,531,3203,0.166
2015,Oceanside,426,3113,0.137
2015,Vista,224,1493,0.15
2015,Vista,221,2497,0.089
2015,Vista,372,1317,0.282
2015,Vista,133,940,0.141
2015,Vista,87,431,0.202
2015,Vista,1037,6678,0.155
2015,Vista,672,3433,0.196
2015,Vista,365,3245,0.112
2015,Vista,368,1817,0.203
2015,Vista,411,1755,0.234
2015,Vista,134,1167,0.115
2015,Vista,18,401,0.045
2015,Vista,41,504,0.081
2015,Vista,972,5644,0.172
2015,Vista,652,3002,0.217
2015,Vista,320,2642,0.121
2015,Oceanside,107,1405,0.076
2015,Oceanside,353,3028,0.117
2015,Oceanside,64,1186,0.054
2015,Oceanside,35,758,0.046
2015,Oceanside,0,392,0
2015,Oceanside,559,6769,0.083
2015,Oceanside,226,3209,0.07
2015,Oceanside,333,3560,0.094
2015,Oceanside,218,2100,0.104
2015,Oceanside,344,2839,0.121
2015,Oceanside,199,943,0.211
2015,Oceanside,175,1252,0.14
2015,Oceanside,38,349,0.109
2015,Oceanside,974,7483,0.13
2015,Oceanside,605,3670,0.165
2015,Oceanside,369,3813,0.097
2015,Oceanside,304,1482,0.205
2015,Oceanside,356,2386,0.149
2015,Oceanside,33,925,0.036
2015,Oceanside,16,556,0.029
2015,Oceanside,16,360,0.044
2015,Oceanside,725,5709,0.127
2015,Oceanside,349,2749,0.127
2015,Oceanside,376,2960,0.127
2015,Vista,93,938,0.099
2015,Vista,180,1304,0.138
2015,Vista,146,682,0.214
2015,Vista,58,263,0.221
2015,Vista,11,213,0.052
2015,Vista,488,3400,0.144
2015,Vista,263,1750,0.15
2015,Vista,225,1650,0.136
2015,Vista,256,1514,0.169
2015,Vista,228,1213,0.188
2015,Vista,128,602,0.213
2015,Vista,6,142,0.042
2015,Vista,103,342,0.301
2015,Vista,721,3813,0.189
2015,Vista,375,1820,0.206
2015,Vista,346,1993,0.174
2015,Vista,346,1593,0.217
2015,Vista,223,1818,0.123
2015,Vista,66,694,0.095
2015,Vista,11,432,0.025
2015,Vista,8,235,0.034
2015,Vista,654,4772,0.137
2015,Vista,297,2305,0.129
2015,Vista,357,2467,0.145
2015,Vista,168,1023,0.164
2015,Vista,163,1170,0.139
2015,Vista,158,826,0.191
2015,Vista,29,91,0.319
2015,Vista,69,260,0.265
2015,Vista,587,3370,0.174
2015,Vista,378,1718,0.22
2015,Vista,209,1652,0.127
2015,Vista,436,1995,0.219
2015,Vista,349,1585,0.22
2015,Vista,584,1359,0.43
2015,Vista,51,150,0.34
2015,Vista,159,454,0.35
2015,Vista,1579,5543,0.285
2015,Vista,801,2706,0.296
2015,Vista,778,2837,0.274
2015,Vista,391,1659,0.236
2015,Vista,498,1975,0.252
2015,Vista,144,798,0.18
2015,Vista,12,191,0.063
2015,Vista,101,368,0.274
2015,Vista,1146,4991,0.23
2015,Vista,593,2381,0.249
2015,Vista,553,2610,0.212
2015,Vista,178,1504,0.118
2015,Vista,414,2424,0.171
2015,Vista,122,939,0.13
2015,Vista,123,759,0.162
2015,Vista,16,490,0.033
2015,Vista,853,6116,0.139
2015,Vista,477,3432,0.139
2015,Vista,376,2684,0.14
2015,Vista,345,1112,0.31
2015,Vista,390,2141,0.182
2015,Vista,309,1008,0.307
2015,Vista,44,624,0.071
2015,Vista,92,223,0.413
2015,Vista,1180,5108,0.231
2015,Vista,406,2351,0.173
2015,Vista,774,2757,0.281
2015,Vista,463,1976,0.234
2015,Vista,202,1829,0.11
2015,Vista,179,741,0.242
2015,Vista,33,840,0.039
2015,Vista,17,233,0.073
2015,Vista,894,5619,0.159
2015,Vista,397,2960,0.134
2015,Vista,497,2659,0.187
2015,Vista,155,1352,0.115
2015,Vista,453,2203,0.206
2015,Vista,60,692,0.087
2015,Vista,37,662,0.056
2015,Vista,10,245,0.041
2015,Vista,715,5154,0.139
2015,Vista,370,2610,0.142
2015,Vista,345,2544,0.136
2015,Carlsbad,16,1086,0.015
2015,Carlsbad,142,1933,0.073
2015,Carlsbad,85,770,0.11
2015,Carlsbad,19,416,0.046
2015,Carlsbad,36,330,0.109
2015,Carlsbad,298,4535,0.066
2015,Carlsbad,120,2175,0.055
2015,Carlsbad,178,2360,0.075
2015,Carlsbad,28,760,0.037
2015,Carlsbad,135,2110,0.064
2015,Carlsbad,116,908,0.128
2015,Carlsbad,20,735,0.027
2015,Carlsbad,0,200,0
2015,Carlsbad,299,4713,0.063
2015,Carlsbad,124,2315,0.054
2015,Carlsbad,175,2398,0.073
2015,Oceanside,211,712,0.296
2015,Oceanside,231,1481,0.156
2015,Oceanside,263,698,0.377
2015,Oceanside,207,851,0.243
2015,Oceanside,111,328,0.338
2015,Oceanside,1023,4070,0.251
2015,Oceanside,631,2009,0.314
2015,Oceanside,392,2061,0.19
2015,Carlsbad,599,2849,0.21
2015,Carlsbad,612,4593,0.133
2015,Carlsbad,274,1940,0.141
2015,Carlsbad,22,1822,0.012
2015,Carlsbad,291,1238,0.235
2015,Carlsbad,1798,12442,0.145
2015,Carlsbad,964,6417,0.15
2015,Carlsbad,834,6025,0.138
2015,Oceanside,117,776,0.151
2015,Oceanside,240,1478,0.162
2015,Oceanside,0,389,0
2015,Oceanside,83,2135,0.039
2015,Oceanside,0,75,0
2015,Oceanside,440,4853,0.091
2015,Oceanside,182,2510,0.073
2015,Oceanside,258,2343,0.11
2015,Oceanside,46,893,0.052
2015,Oceanside,96,1693,0.057
2015,Oceanside,25,479,0.052
2015,Oceanside,73,1133,0.064
2015,Oceanside,0,159,0
2015,Oceanside,240,4357,0.055
2015,Oceanside,127,2178,0.058
2015,Oceanside,113,2179,0.052
2015,Vista,274,1214,0.226
2015,Vista,153,1487,0.103
2015,Vista,111,519,0.214
2015,Vista,50,363,0.138
2015,Vista,127,387,0.328
2015,Vista,715,3970,0.18
2015,Vista,207,1816,0.114
2015,Vista,508,2154,0.236
2015,Vista,473,2259,0.209
2015,Vista,375,2736,0.137
2015,Vista,83,727,0.114
2015,Vista,33,913,0.036
2015,Vista,77,420,0.183
2015,Vista,1041,7055,0.148
2015,Vista,627,3686,0.17
2015,Vista,414,3369,0.123
2015,Vista,228,1226,0.186
2015,Vista,272,1680,0.162
2015,Vista,118,421,0.28
2015,Vista,113,665,0.17
2015,Vista,72,209,0.344
2015,Vista,803,4201,0.191
2015,Vista,428,2159,0.198
2015,Vista,375,2042,0.184
2015,Carlsbad,259,1916,0.135
2015,Carlsbad,420,6397,0.066
2015,Carlsbad,394,3028,0.13
2015,Carlsbad,0,1508,0
2015,Carlsbad,0,639,0
2015,Carlsbad,1073,13488,0.08
2015,Carlsbad,775,6941,0.112
2015,Carlsbad,298,6547,0.046
2015,Carlsbad,198,1378,0.144
2015,Carlsbad,377,3310,0.114
2015,Carlsbad,123,1076,0.114
2015,Carlsbad,16,1182,0.014
2015,Carlsbad,33,546,0.06
2015,Carlsbad,747,7492,0.1
2015,Carlsbad,361,3964,0.091
2015,Carlsbad,386,3528,0.109
2015,Carlsbad,58,664,0.087
2015,Carlsbad,172,1958,0.088
2015,Carlsbad,93,588,0.158
2015,Carlsbad,21,793,0.026
2015,Carlsbad,17,261,0.065
2015,Carlsbad,361,4264,0.085
2015,Carlsbad,162,2130,0.076
2015,Carlsbad,199,2134,0.093
2015,Carlsbad,83,1112,0.075
2015,Carlsbad,563,4744,0.119
2015,Carlsbad,233,1852,0.126
2015,Carlsbad,74,1120,0.066
2015,Carlsbad,53,586,0.09
2015,Carlsbad,1006,9414,0.107
2015,Carlsbad,548,4629,0.118
2015,Carlsbad,458,4785,0.096
2015,Vista,335,1200,0.279
2015,Vista,220,1039,0.212
2015,Vista,96,510,0.188
2015,Vista,74,351,0.211
2015,Vista,99,264,0.375
2015,Vista,824,3364,0.245
2015,Vista,365,1624,0.225
2015,Vista,459,1740,0.264
2015,San Marcos,295,1916,0.154
2015,San Marcos,739,3459,0.214
2015,San Marcos,464,1750,0.265
2015,San Marcos,4,506,0.008
2015,San Marcos,114,741,0.154
2015,San Marcos,1616,8372,0.193
2015,San Marcos,744,4006,0.186
2015,San Marcos,872,4366,0.2
2015,San Marcos,174,1147,0.152
2015,San Marcos,361,2683,0.135
2015,San Marcos,140,772,0.181
2015,San Marcos,237,2105,0.113
2015,San Marcos,0,215,0
2015,San Marcos,912,6922,0.132
2015,San Marcos,494,3713,0.133
2015,San Marcos,418,3209,0.13
2015,San Marcos,273,1498,0.182
2015,San Marcos,601,3297,0.182
2015,San Marcos,206,1645,0.125
2015,San Marcos,72,628,0.115
2015,San Marcos,17,713,0.024
2015,San Marcos,1169,7781,0.15
2015,San Marcos,588,3903,0.151
2015,San Marcos,581,3878,0.15
2015,San Marcos,314,1752,0.179
2015,San Marcos,346,2530,0.137
2015,San Marcos,418,1314,0.318
2015,San Marcos,79,286,0.276
2015,San Marcos,106,436,0.243
2015,San Marcos,1263,6318,0.2
2015,San Marcos,680,3185,0.214
2015,San Marcos,583,3133,0.186
2015,San Marcos,570,1995,0.286
2015,San Marcos,642,3174,0.202
2015,San Marcos,208,1206,0.172
2015,San Marcos,35,778,0.045
2015,San Marcos,82,591,0.139
2015,San Marcos,1537,7744,0.198
2015,San Marcos,983,4275,0.23
2015,San Marcos,554,3469,0.16
2015,San Marcos,32,994,0.032
2015,San Marcos,172,1904,0.09
2015,San Marcos,92,709,0.13
2015,San Marcos,60,505,0.119
2015,San Marcos,0,214,0
2015,San Marcos,356,4326,0.082
2015,San Marcos,188,2225,0.084
2015,San Marcos,168,2101,0.08
2015,San Marcos,57,1033,0.055
2015,San Marcos,233,1558,0.15
2015,San Marcos,47,579,0.081
2015,San Marcos,49,946,0.052
2015,San Marcos,0,142,0
2015,San Marcos,386,4258,0.091
2015,San Marcos,179,2067,0.087
2015,San Marcos,207,2191,0.094
2015,San Marcos,290,1469,0.197
2015,San Marcos,218,1659,0.131
2015,San Marcos,83,723,0.115
2015,San Marcos,79,704,0.112
2015,San Marcos,11,267,0.041
2015,San Marcos,681,4822,0.141
2015,San Marcos,375,2500,0.15
2015,San Marcos,306,2322,0.132
2015,San Marcos,26,732,0.036
2015,San Marcos,187,1808,0.103
2015,San Marcos,27,543,0.05
2015,San Marcos,124,1013,0.122
2015,San Marcos,0,263,0
2015,San Marcos,364,4359,0.084
2015,San Marcos,195,2292,0.085
2015,San Marcos,169,2067,0.082
2015,San Marcos,129,1648,0.078
2015,San Marcos,874,6795,0.129
2015,San Marcos,116,3566,0.033
2015,San Marcos,143,1974,0.072
2015,San Marcos,134,1073,0.125
2015,San Marcos,1396,15056,0.093
2015,San Marcos,728,7410,0.098
2015,San Marcos,668,7646,0.087
2015,San Marcos,401,1401,0.286
2015,San Marcos,312,1105,0.282
2015,San Marcos,529,1115,0.474
2015,San Marcos,7,87,0.08
2015,San Marcos,108,292,0.37
2015,San Marcos,1357,4000,0.339
2015,San Marcos,780,2033,0.384
2015,San Marcos,577,1967,0.293
2015,San Marcos,448,1729,0.259
2015,San Marcos,421,1546,0.272
2015,San Marcos,286,744,0.384
2015,San Marcos,112,843,0.133
2015,San Marcos,182,490,0.371
2015,San Marcos,1449,5352,0.271
2015,San Marcos,751,2968,0.253
2015,San Marcos,698,2384,0.293
2015,Escondido,351,2120,0.166
2015,Escondido,593,4912,0.121
2015,Escondido,52,1841,0.028
2015,Escondido,161,1411,0.114
2015,Escondido,0,473,0
2015,Escondido,1157,10757,0.108
2015,Escondido,595,5278,0.113
2015,Escondido,562,5479,0.103
2015,Escondido,264,1131,0.233
2015,Escondido,377,1549,0.243
2015,Escondido,199,628,0.317
2015,Escondido,124,581,0.213
2015,Escondido,189,491,0.385
2015,Escondido,1153,4380,0.263
2015,Escondido,675,2285,0.295
2015,Escondido,478,2095,0.228
2015,Escondido,56,1033,0.054
2015,Escondido,142,1523,0.093
2015,Escondido,155,614,0.252
2015,Escondido,67,428,0.157
2015,Escondido,56,370,0.151
2015,Escondido,476,3968,0.12
2015,Escondido,299,2083,0.144
2015,Escondido,177,1885,0.094
2015,Escondido,444,1967,0.226
2015,Escondido,218,1676,0.13
2015,Escondido,324,1146,0.283
2015,Escondido,111,534,0.208
2015,Escondido,150,580,0.259
2015,Escondido,1247,5903,0.211
2015,Escondido,590,2885,0.205
2015,Escondido,657,3018,0.218
2015,Escondido,258,1704,0.151
2015,Escondido,232,1860,0.125
2015,Escondido,250,992,0.252
2015,Escondido,20,452,0.044
2015,Escondido,65,361,0.18
2015,Escondido,825,5369,0.154
2015,Escondido,554,2615,0.212
2015,Escondido,271,2754,0.098
2015,Escondido,650,2148,0.303
2015,Escondido,522,1964,0.266
2015,Escondido,737,1495,0.493
2015,Escondido,36,355,0.101
2015,Escondido,246,579,0.425
2015,Escondido,2191,6541,0.335
2015,Escondido,1231,3346,0.368
2015,Escondido,960,3195,0.3
2015,Escondido,298,1646,0.181
2015,Escondido,465,1864,0.249
2015,Escondido,298,1099,0.271
2015,Escondido,29,267,0.109
2015,Escondido,139,630,0.221
2015,Escondido,1229,5506,0.223
2015,Escondido,587,2474,0.237
2015,Escondido,642,3032,0.212
2015,Escondido,462,1690,0.273
2015,Escondido,205,1518,0.135
2015,Escondido,86,1086,0.079
2015,Escondido,14,143,0.098
2015,Escondido,170,703,0.242
2015,Escondido,937,5140,0.182
2015,Escondido,528,2709,0.195
2015,Escondido,409,2431,0.168
2015,Escondido,89,778,0.114
2015,Escondido,121,1091,0.111
2015,Escondido,70,438,0.16
2015,Escondido,0,230,0
2015,Escondido,13,167,0.078
2015,Escondido,293,2704,0.108
2015,Escondido,119,1211,0.098
2015,Escondido,174,1493,0.117
2015,Escondido,319,1526,0.209
2015,Escondido,431,1621,0.266
2015,Escondido,215,933,0.23
2015,Escondido,96,762,0.126
2015,Escondido,73,412,0.177
2015,Escondido,1134,5254,0.216
2015,Escondido,488,2515,0.194
2015,Escondido,646,2739,0.236
2015,Escondido,229,1461,0.157
2015,Escondido,275,1846,0.149
2015,Escondido,184,895,0.206
