Year,Geography Name,Poverty Estimate,Population Estimate,Poverty Percent
2016,San Diego County,398475,3233771,0.123
2016,San Diego County,209311,1626826,0.129
2016,San Diego County,189164,1606945,0.118
2017,San Diego County,122381,843291,0.145
2017,San Diego County,111355,1248232,0.089
2017,San Diego County,76538,508733,0.15
2017,San Diego County,38206,446508,0.086
2017,San Diego County,36062,209910,0.172
2017,San Diego County,384542,3256674,0.118
2017,San Diego County,205297,1634686,0.126
2017,San Diego County,179245,1621988,0.111
2018,San Diego County,109599,838634,0.131
2018,San Diego County,112210,1243562,0.09
2018,San Diego County,78833,509017,0.155
2018,San Diego County,42856,462988,0.093
2018,San Diego County,27661,205002,0.135
2018,San Diego County,371159,3259203,0.114
2018,San Diego County,206138,1638359,0.126
2018,San Diego County,165021,1620844,0.102
2019,San Diego County,94554,832332,0.114
2019,San Diego County,104489,1242612,0.084
2019,San Diego County,65319,504127,0.13
2019,San Diego County,45557,477200,0.095
2019,San Diego County,23943,198826,0.12
2019,San Diego County,333862,3255097,0.103
2019,San Diego County,182416,1637593,0.111
2019,San Diego County,151446,1617504,0.094
2021,San Diego County,103379,788640,0.131
2021,San Diego County,106249,1240555,0.086
2021,San Diego County,60014,505245,0.119
2021,San Diego County,45843,481787,0.095
2021,San Diego County,24069,184803,0.13
2021,San Diego County,339554,3201030,0.106
2021,San Diego County,186119,1599781,0.116
2021,San Diego County,153435,1601249,0.096
2015,San Diego,29,150,0.193
2015,San Diego,50,1276,0.039
2015,San Diego,8,343,0.023
2015,San Diego,29,857,0.034
2015,San Diego,0,90,0
2015,San Diego,116,2716,0.043
2015,San Diego,80,1465,0.055
2015,San Diego,36,1251,0.029
2015,San Diego,14,498,0.028
2015,San Diego,42,920,0.046
2015,San Diego,12,165,0.073
2015,San Diego,61,552,0.111
2015,San Diego,6,88,0.068
2015,San Diego,135,2223,0.061
2015,San Diego,87,1302,0.067
2015,San Diego,48,921,0.052
2015,San Diego,116,1808,0.064
2015,San Diego,81,1650,0.049
2015,San Diego,26,345,0.075
2015,San Diego,85,539,0.158
2015,San Diego,0,282,0
2015,San Diego,308,4624,0.067
2015,San Diego,140,2348,0.06
2015,San Diego,168,2276,0.074
2015,San Diego,290,1766,0.164
2015,San Diego,292,2047,0.143
2015,San Diego,72,142,0.507
2015,San Diego,39,668,0.058
2015,San Diego,0,104,0
2015,San Diego,693,4727,0.147
2015,San Diego,359,2167,0.166
2015,San Diego,334,2560,0.13
2015,San Diego,140,1610,0.087
2015,San Diego,88,1293,0.068
2015,San Diego,13,44,0.295
2015,San Diego,65,216,0.301
2015,San Diego,15,141,0.106
2015,San Diego,321,3304,0.097
2015,San Diego,124,1188,0.104
2015,San Diego,197,2116,0.093
2015,San Diego,174,1072,0.162
2015,San Diego,80,1174,0.068
2015,San Diego,0,152,0
2015,San Diego,1,370,0.003
2015,San Diego,26,105,0.248
2015,San Diego,281,2873,0.098
2015,San Diego,166,1315,0.126
2015,San Diego,115,1558,0.074
2015,San Diego,109,1036,0.105
2015,San Diego,125,1284,0.097
2015,San Diego,8,110,0.073
2015,San Diego,56,378,0.148
2015,San Diego,21,96,0.219
2015,San Diego,319,2904,0.11
2015,San Diego,188,1580,0.119
2015,San Diego,131,1324,0.099
2015,San Diego,188,1844,0.102
2015,San Diego,138,2036,0.068
2015,San Diego,0,86,0
2015,San Diego,110,509,0.216
2015,San Diego,0,101,0
2015,San Diego,436,4576,0.095
2015,San Diego,267,2230,0.12
2015,San Diego,169,2346,0.072
2015,San Diego,111,1061,0.105
2015,San Diego,348,1947,0.179
2015,San Diego,67,305,0.22
2015,San Diego,31,495,0.063
2015,San Diego,16,119,0.134
2015,San Diego,573,3927,0.146
2015,San Diego,191,1894,0.101
2015,San Diego,382,2033,0.188
2015,San Diego,473,1879,0.252
2015,San Diego,465,2314,0.201
2015,San Diego,0,127,0
2015,San Diego,161,620,0.26
2015,San Diego,102,244,0.418
2015,San Diego,1201,5184,0.232
2015,San Diego,620,2345,0.264
2015,San Diego,581,2839,0.205
2015,San Diego,325,2609,0.125
2015,San Diego,256,2014,0.127
2015,San Diego,0,201,0
2015,San Diego,27,261,0.103
2015,San Diego,39,328,0.119
2015,San Diego,647,5413,0.12
2015,San Diego,217,2233,0.097
2015,San Diego,430,3180,0.135
2015,San Diego,107,1345,0.08
2015,San Diego,269,1457,0.185
2015,San Diego,29,298,0.097
2015,San Diego,44,214,0.206
2015,San Diego,26,231,0.113
2015,San Diego,475,3545,0.134
2015,San Diego,259,1710,0.151
2015,San Diego,216,1835,0.118
2015,San Diego,482,2853,0.169
2015,San Diego,356,1979,0.18
2015,San Diego,54,526,0.103
2015,San Diego,96,469,0.205
2015,San Diego,124,237,0.523
2015,San Diego,1112,6064,0.183
2015,San Diego,507,2918,0.174
2015,San Diego,605,3146,0.192
2015,San Diego,263,2877,0.091
2015,San Diego,282,2201,0.128
2015,San Diego,60,517,0.116
2015,San Diego,140,389,0.36
2015,San Diego,22,345,0.064
2015,San Diego,767,6329,0.121
2015,San Diego,430,3036,0.142
2015,San Diego,337,3293,0.102
2015,San Diego,148,1208,0.123
2015,San Diego,113,1385,0.082
2015,San Diego,18,243,0.074
2015,San Diego,21,252,0.083
2015,San Diego,33,198,0.167
2015,San Diego,333,3286,0.101
2015,San Diego,245,1907,0.128
2015,San Diego,88,1379,0.064
2015,San Diego,76,1202,0.063
2015,San Diego,248,1729,0.143
2015,San Diego,131,478,0.274
2015,San Diego,24,281,0.085
2015,San Diego,19,146,0.13
2015,San Diego,498,3836,0.13
2015,San Diego,311,2001,0.155
2015,San Diego,187,1835,0.102
2015,San Diego,470,1698,0.277
2015,San Diego,650,2267,0.287
2015,San Diego,250,625,0.4
2015,San Diego,20,370,0.054
2015,San Diego,107,332,0.322
2015,San Diego,1497,5292,0.283
2015,San Diego,704,2647,0.266
2015,San Diego,793,2645,0.3
2015,San Diego,147,1752,0.084
2015,San Diego,302,1753,0.172
2015,San Diego,110,536,0.205
2015,San Diego,138,189,0.73
2015,San Diego,24,257,0.093
2015,San Diego,721,4487,0.161
2015,San Diego,410,2254,0.182
2015,San Diego,311,2233,0.139
2015,San Diego,336,2200,0.153
2015,San Diego,300,1841,0.163
2015,San Diego,67,518,0.129
2015,San Diego,18,429,0.042
2015,San Diego,182,404,0.45
2015,San Diego,903,5392,0.167
2015,San Diego,606,2884,0.21
2015,San Diego,297,2508,0.118
2015,San Diego,75,653,0.115
2015,San Diego,97,1738,0.056
2015,San Diego,75,305,0.246
2015,San Diego,33,370,0.089
2015,San Diego,0,105,0
2015,San Diego,280,3171,0.088
2015,San Diego,140,1617,0.087
2015,San Diego,140,1554,0.09
2015,San Diego,76,483,0.157
2015,San Diego,34,1484,0.023
2015,San Diego,0,246,0
2015,San Diego,0,854,0
2015,San Diego,0,198,0
2015,San Diego,110,3265,0.034
2015,San Diego,76,1716,0.044
2015,San Diego,34,1549,0.022
2015,San Diego,49,622,0.079
2015,San Diego,141,1201,0.117
2015,San Diego,92,355,0.259
2015,San Diego,0,234,0
2015,San Diego,33,178,0.185
2015,San Diego,315,2590,0.122
2015,San Diego,154,1226,0.126
2015,San Diego,161,1364,0.118
2015,San Diego,192,1753,0.11
2015,San Diego,345,2201,0.157
2015,San Diego,36,303,0.119
2015,San Diego,42,351,0.12
2015,San Diego,74,234,0.316
2015,San Diego,689,4842,0.142
2015,San Diego,307,2535,0.121
2015,San Diego,382,2307,0.166
2015,San Diego,498,1278,0.39
2015,San Diego,496,1275,0.389
2015,San Diego,397,715,0.555
2015,San Diego,44,100,0.44
2015,San Diego,203,337,0.602
2015,San Diego,1638,3705,0.442
2015,San Diego,843,1890,0.446
2015,San Diego,795,1815,0.438
2015,San Diego,709,1769,0.401
2015,San Diego,629,1601,0.393
2015,San Diego,635,1004,0.632
2015,San Diego,207,468,0.442
2015,San Diego,266,546,0.487
2015,San Diego,2446,5388,0.454
2015,San Diego,1288,2517,0.512
2015,San Diego,1158,2871,0.403
2015,San Diego,361,1097,0.329
2015,San Diego,259,1069,0.242
2015,San Diego,319,499,0.639
2015,San Diego,50,172,0.291
2015,San Diego,133,293,0.454
2015,San Diego,1122,3130,0.358
2015,San Diego,738,1677,0.44
2015,San Diego,384,1453,0.264
2015,San Diego,852,1985,0.429
2015,San Diego,820,2284,0.359
2015,San Diego,493,1238,0.398
2015,San Diego,100,448,0.223
2015,San Diego,238,602,0.395
2015,San Diego,2503,6557,0.382
2015,San Diego,1309,3196,0.41
2015,San Diego,1194,3361,0.355
2015,San Diego,354,1698,0.208
2015,San Diego,415,1729,0.24
2015,San Diego,330,867,0.381
2015,San Diego,16,232,0.069
2015,San Diego,88,298,0.295
2015,San Diego,1203,4824,0.249
2015,San Diego,649,2259,0.287
2015,San Diego,554,2565,0.216
2015,San Diego,232,1644,0.141
2015,San Diego,509,1644,0.31
2015,San Diego,543,1334,0.407
2015,San Diego,30,207,0.145
2015,San Diego,106,407,0.26
2015,San Diego,1420,5236,0.271
2015,San Diego,852,2726,0.313
2015,San Diego,568,2510,0.226
2015,San Diego,244,1593,0.153
2015,San Diego,526,2153,0.244
2015,San Diego,290,1275,0.227
2015,San Diego,130,445,0.292
2015,San Diego,97,503,0.193
2015,San Diego,1287,5969,0.216
2015,San Diego,568,3117,0.182
2015,San Diego,719,2852,0.252
2015,San Diego,435,1983,0.219
2015,San Diego,393,2313,0.17
2015,San Diego,381,1279,0.298
2015,San Diego,73,567,0.129
2015,San Diego,234,376,0.622
2015,San Diego,1516,6518,0.233
2015,San Diego,759,3353,0.226
2015,San Diego,757,3165,0.239
2015,San Diego,907,2022,0.449
2015,San Diego,616,1938,0.318
2015,San Diego,612,1080,0.567
2015,San Diego,147,385,0.382
2015,San Diego,448,651,0.688
2015,San Diego,2730,6076,0.449
2015,San Diego,1575,3230,0.488
2015,San Diego,1155,2846,0.406
2015,San Diego,285,1357,0.21
2015,San Diego,252,1500,0.168
2015,San Diego,124,980,0.127
2015,San Diego,33,158,0.209
2015,San Diego,25,228,0.11
2015,San Diego,719,4223,0.17
2015,San Diego,492,2164,0.227
2015,San Diego,227,2059,0.11
2015,San Diego,740,2682,0.276
2015,San Diego,125,1411,0.089
2015,San Diego,103,641,0.161
2015,San Diego,11,367,0.03
2015,San Diego,40,385,0.104
2015,San Diego,1019,5486,0.186
2015,San Diego,353,2447,0.144
2015,San Diego,666,3039,0.219
2015,San Diego,563,2723,0.207
2015,San Diego,434,2591,0.168
2015,San Diego,188,855,0.22
2015,San Diego,111,552,0.201
2015,San Diego,161,436,0.369
2015,San Diego,1457,7157,0.204
2015,San Diego,641,3664,0.175
2015,San Diego,816,3493,0.234
2015,San Diego,153,1234,0.124
2015,San Diego,201,1841,0.109
2015,San Diego,394,985,0.4
2015,San Diego,55,558,0.099
2015,San Diego,143,221,0.647
2015,San Diego,946,4839,0.195
2015,San Diego,483,2278,0.212
2015,San Diego,463,2561,0.181
2015,San Diego,438,1387,0.316
2015,San Diego,500,2064,0.242
2015,San Diego,719,1288,0.558
2015,San Diego,26,200,0.13
2015,San Diego,221,566,0.39
2015,San Diego,1904,5505,0.346
2015,San Diego,1048,2800,0.374
2015,San Diego,856,2705,0.316
2015,San Diego,690,1719,0.401
2015,San Diego,630,1790,0.352
2015,San Diego,756,1415,0.534
2015,San Diego,168,505,0.333
2015,San Diego,411,676,0.608
2015,San Diego,2655,6105,0.435
2015,San Diego,1364,3090,0.441
2015,San Diego,1291,3015,0.428
2015,San Diego,370,951,0.389
2015,San Diego,517,1268,0.408
2015,San Diego,642,891,0.721
2015,San Diego,44,191,0.23
2015,San Diego,163,299,0.545
2015,San Diego,1736,3600,0.482
2015,San Diego,872,1727,0.505
2015,San Diego,864,1873,0.461
2015,San Diego,313,1230,0.254
2015,San Diego,452,1368,0.33
2015,San Diego,502,879,0.571
2015,San Diego,64,306,0.209
2015,San Diego,144,397,0.363
2015,San Diego,1475,4180,0.353
2015,San Diego,887,2198,0.404
2015,San Diego,588,1982,0.297
2015,San Diego,139,1041,0.134
2015,San Diego,85,931,0.091
2015,San Diego,47,725,0.065
2015,San Diego,0,246,0
2015,San Diego,113,585,0.193
2015,San Diego,384,3528,0.109
2015,San Diego,190,1745,0.109
2015,San Diego,194,1783,0.109
2015,San Diego,122,1296,0.094
2015,San Diego,268,1601,0.167
2015,San Diego,149,910,0.164
2015,San Diego,39,566,0.069
2015,San Diego,4,259,0.015
2015,San Diego,582,4632,0.126
2015,San Diego,391,2414,0.162
2015,San Diego,191,2218,0.086
2015,San Diego,1091,1476,0.739
2015,San Diego,62,464,0.134
2015,San Diego,0,60,0
2015,San Diego,0,297,0
2015,San Diego,0,47,0
2015,San Diego,1153,2344,0.492
2015,San Diego,742,1264,0.587
2015,San Diego,411,1080,0.381
2015,San Diego,559,1856,0.301
2015,San Diego,156,1664,0.094
2015,San Diego,124,717,0.173
2015,San Diego,131,734,0.178
2015,San Diego,106,394,0.269
2015,San Diego,1076,5365,0.201
2015,San Diego,703,2795,0.252
2015,San Diego,373,2570,0.145
2015,San Diego,976,1811,0.539
2015,San Diego,230,1409,0.163
2015,San Diego,25,280,0.089
2015,San Diego,35,399,0.088
2015,San Diego,14,303,0.046
2015,San Diego,1280,4202,0.305
2015,San Diego,736,2100,0.35
2015,San Diego,544,2102,0.259
2015,San Diego,485,2074,0.234
2015,San Diego,502,2459,0.204
2015,San Diego,218,1196,0.182
2015,San Diego,31,658,0.047
2015,San Diego,25,448,0.056
2015,San Diego,1261,6835,0.184
2015,San Diego,622,3538,0.176
2015,San Diego,639,3297,0.194
2015,San Diego,121,1051,0.115
2015,San Diego,184,1614,0.114
2015,San Diego,173,791,0.219
2015,San Diego,29,486,0.06
2015,San Diego,23,255,0.09
2015,San Diego,530,4197,0.126
2015,San Diego,357,2128,0.168
2015,San Diego,173,2069,0.084
2015,San Diego,2656,4304,0.617
2015,San Diego,356,1168,0.305
2015,San Diego,95,162,0.586
2015,San Diego,51,328,0.155
2015,San Diego,17,74,0.23
2015,San Diego,3175,6036,0.526
2015,San Diego,1353,2653,0.51
2015,San Diego,1822,3383,0.539
2015,San Diego,309,1398,0.221
2015,San Diego,245,1758,0.139
2015,San Diego,198,531,0.373
2015,San Diego,10,292,0.034
2015,San Diego,29,306,0.095
2015,San Diego,791,4285,0.185
2015,San Diego,318,2038,0.156
2015,San Diego,473,2247,0.211
2015,San Diego,77,1265,0.061
2015,San Diego,202,1427,0.142
2015,San Diego,177,1075,0.165
2015,San Diego,64,482,0.133
2015,San Diego,141,173,0.815
2015,San Diego,661,4422,0.149
2015,San Diego,419,2249,0.186
2015,San Diego,242,2173,0.111
2015,San Diego,171,1450,0.118
2015,San Diego,166,1726,0.096
2015,San Diego,183,732,0.25
2015,San Diego,53,508,0.104
2015,San Diego,229,620,0.369
2015,San Diego,802,5036,0.159
2015,San Diego,400,2451,0.163
2015,San Diego,402,2585,0.156
2015,San Diego,275,1567,0.175
2015,San Diego,308,1802,0.171
2015,San Diego,378,1136,0.333
2015,San Diego,50,327,0.153
2015,San Diego,73,543,0.134
2015,San Diego,1084,5375,0.202
2015,San Diego,625,2722,0.23
2015,San Diego,459,2653,0.173
2015,San Diego,140,1091,0.128
2015,San Diego,172,1367,0.126
2015,San Diego,76,580,0.131
2015,San Diego,101,463,0.218
2015,San Diego,81,209,0.388
2015,San Diego,570,3710,0.154
2015,San Diego,289,1791,0.161
2015,San Diego,281,1919,0.146
2015,San Diego,260,1721,0.151
2020,San Diego,230,2922,0.079
2015,San Diego,430,2484,0.173
2020,San Diego,67,3768,0.018
2015,San Diego,341,1175,0.29
2015,San Diego,191,820,0.233
2015,San Diego,23,463,0.05
2015,San Diego,1245,6663,0.187
2015,San Diego,553,3386,0.163
2015,San Diego,692,3277,0.211
2015,San Diego,97,1251,0.078
2015,San Diego,73,1519,0.048
2015,San Diego,86,779,0.11
2015,San Diego,41,468,0.088
2015,San Diego,144,630,0.229
2015,San Diego,441,4647,0.095
2015,San Diego,225,2095,0.107
2015,San Diego,216,2552,0.085
2015,San Diego,191,1765,0.108
2015,San Diego,106,2296,0.046
2015,San Diego,84,836,0.1
2015,San Diego,140,954,0.147
2015,San Diego,51,295,0.173
2015,San Diego,572,6146,0.093
2015,San Diego,384,2968,0.129
2015,San Diego,188,3178,0.059
2015,San Diego,113,981,0.115
2015,San Diego,94,1446,0.065
2015,San Diego,102,430,0.237
2015,San Diego,71,485,0.146
2015,San Diego,19,126,0.151
2015,San Diego,399,3468,0.115
2015,San Diego,140,1648,0.085
2015,San Diego,259,1820,0.142
2015,San Diego,512,2044,0.25
2015,San Diego,577,2399,0.241
2015,San Diego,637,1473,0.432
2015,San Diego,142,638,0.223
2015,San Diego,294,662,0.444
2015,San Diego,2162,7216,0.3
2015,San Diego,1200,3855,0.311
2015,San Diego,962,3361,0.286
2015,San Diego,290,1134,0.256
2015,San Diego,331,1700,0.195
2015,San Diego,310,740,0.419
2015,San Diego,1,412,0.002
2015,San Diego,110,273,0.403
2015,San Diego,1042,4259,0.245
2015,San Diego,518,2171,0.239
2015,San Diego,524,2088,0.251
2015,San Diego,188,1831,0.103
2015,San Diego,201,2160,0.093
2015,San Diego,61,591,0.103
2015,San Diego,87,811,0.107
2015,San Diego,21,255,0.082
2015,San Diego,558,5648,0.099
2015,San Diego,316,2731,0.116
2015,San Diego,242,2917,0.083
2015,San Diego,88,1058,0.083
2015,San Diego,49,1323,0.037
2015,San Diego,46,517,0.089
2015,San Diego,108,485,0.223
2015,San Diego,15,212,0.071
2015,San Diego,306,3595,0.085
2015,San Diego,129,1869,0.069
2015,San Diego,177,1726,0.103
2015,San Diego,361,1862,0.194
2015,San Diego,322,2408,0.134
2015,San Diego,450,1405,0.32
2015,San Diego,77,951,0.081
2015,San Diego,182,405,0.449
2015,San Diego,1392,7031,0.198
2015,San Diego,838,3550,0.236
2015,San Diego,554,3481,0.159
2015,San Diego,227,1864,0.122
2015,San Diego,383,1698,0.226
2015,San Diego,185,670,0.276
2015,San Diego,47,390,0.121
2015,San Diego,168,943,0.178
2015,San Diego,1010,5565,0.181
2015,San Diego,497,2715,0.183
2015,San Diego,513,2850,0.18
2015,San Diego,287,1329,0.216
2015,San Diego,208,1672,0.124
2015,San Diego,37,901,0.041
2015,San Diego,95,623,0.152
2015,San Diego,113,468,0.241
2015,San Diego,740,4993,0.148
2015,San Diego,369,2306,0.16
2015,San Diego,371,2687,0.138
2020,San Diego,17,1505,0.011
2015,San Diego,344,1767,0.195
2015,San Diego,506,2558,0.198
2015,San Diego,371,1230,0.302
2015,San Diego,8,533,0.015
2015,San Diego,143,422,0.339
2015,San Diego,1372,6510,0.211
2015,San Diego,870,3576,0.243
2015,San Diego,502,2934,0.171
2015,San Diego,292,1816,0.161
2015,San Diego,224,1973,0.114
2015,San Diego,157,974,0.161
2015,San Diego,25,370,0.068
2015,San Diego,17,359,0.047
2015,San Diego,715,5492,0.13
2015,San Diego,435,2896,0.15
2015,San Diego,280,2596,0.108
2015,San Diego,36,898,0.04
2015,San Diego,147,1262,0.116
2015,San Diego,37,570,0.065
2015,San Diego,18,526,0.034
2015,San Diego,8,174,0.046
2015,San Diego,246,3430,0.072
2015,San Diego,124,1884,0.066
2015,San Diego,122,1546,0.079
2015,San Diego,19,795,0.024
2015,San Diego,151,1355,0.111
2015,San Diego,0,495,0
2015,San Diego,49,603,0.081
2015,San Diego,0,223,0
2015,San Diego,219,3471,0.063
2015,San Diego,156,1824,0.086
2015,San Diego,63,1647,0.038
2015,San Diego,110,1039,0.106
2015,San Diego,101,1753,0.058
2015,San Diego,49,705,0.07
2015,San Diego,25,608,0.041
2015,San Diego,14,215,0.065
2015,San Diego,299,4320,0.069
2015,San Diego,164,2279,0.072
2015,San Diego,135,2041,0.066
2015,San Diego,301,910,0.331
2015,San Diego,291,1170,0.249
2015,San Diego,365,719,0.508
2015,San Diego,30,254,0.118
2015,San Diego,209,354,0.59
2015,San Diego,1196,3407,0.351
2015,San Diego,620,1839,0.337
2015,San Diego,576,1568,0.367
2015,San Diego,446,1280,0.348
2015,San Diego,514,1366,0.376
2015,San Diego,690,1144,0.603
2015,San Diego,56,268,0.209
2015,San Diego,253,411,0.616
2015,San Diego,1959,4469,0.438
2015,San Diego,990,2215,0.447
2015,San Diego,969,2254,0.43
2015,San Diego,307,1080,0.284
2015,San Diego,515,1305,0.395
2015,San Diego,695,1304,0.533
2015,San Diego,105,335,0.313
2015,San Diego,163,389,0.419
2015,San Diego,1785,4413,0.404
2015,San Diego,909,2334,0.389
2015,San Diego,876,2079,0.421
2015,San Diego,532,1449,0.367
2015,San Diego,558,2064,0.27
2015,San Diego,800,1468,0.545
2015,San Diego,119,496,0.24
2015,San Diego,238,413,0.576
2015,San Diego,2247,5890,0.381
2015,San Diego,1493,3356,0.445
2015,San Diego,754,2534,0.298
2015,San Diego,250,1939,0.129
2015,San Diego,204,2197,0.093
2015,San Diego,165,994,0.166
2015,San Diego,0,915,0
2015,San Diego,25,305,0.082
2015,San Diego,644,6350,0.101
2015,San Diego,326,3131,0.104
2015,San Diego,318,3219,0.099
2015,San Diego,228,896,0.254
2015,San Diego,296,1509,0.196
2015,San Diego,340,845,0.402
2015,San Diego,66,294,0.224
2015,San Diego,138,336,0.411
2015,San Diego,1068,3880,0.275
2015,San Diego,678,2125,0.319
2015,San Diego,390,1755,0.222
2015,San Diego,371,1563,0.237
2015,San Diego,359,1354,0.265
2015,San Diego,382,995,0.384
2015,San Diego,128,509,0.251
2015,San Diego,279,406,0.687
2015,San Diego,1519,4827,0.315
2015,San Diego,756,2271,0.333
2015,San Diego,763,2556,0.299
2015,San Diego,485,1432,0.339
2015,San Diego,407,1351,0.301
2015,San Diego,586,1069,0.548
2015,San Diego,72,250,0.288
2015,San Diego,308,640,0.481
2015,San Diego,1858,4742,0.392
2015,San Diego,1046,2551,0.41
2015,San Diego,812,2191,0.371
2015,San Diego,486,1513,0.321
2015,San Diego,594,1489,0.399
2015,San Diego,629,1194,0.527
2015,San Diego,125,314,0.398
2015,San Diego,212,389,0.545
2015,San Diego,2046,4899,0.418
2015,San Diego,1116,2334,0.478
2015,San Diego,930,2565,0.363
2015,San Diego,309,825,0.375
2015,San Diego,384,947,0.405
2015,San Diego,410,799,0.513
2015,San Diego,47,144,0.326
2015,San Diego,116,294,0.395
2015,San Diego,1266,3009,0.421
2015,San Diego,767,1668,0.46
2015,San Diego,499,1341,0.372
2015,San Diego,228,954,0.239
2015,San Diego,190,1087,0.175
2015,San Diego,303,807,0.375
2015,San Diego,42,226,0.186
2015,San Diego,143,276,0.518
2015,San Diego,906,3350,0.27
2015,San Diego,487,1733,0.281
2015,San Diego,419,1617,0.259
2015,San Diego,468,1624,0.288
2015,San Diego,291,1444,0.202
2015,San Diego,515,799,0.645
2015,San Diego,48,372,0.129
2015,San Diego,285,456,0.625
2015,San Diego,1607,4695,0.342
2015,San Diego,782,2393,0.327
2015,San Diego,825,2302,0.358
2015,San Diego,0,0,
2015,San Diego,0,51,0
2015,San Diego,0,36,0
2015,San Diego,0,0,
2015,San Diego,0,0,
2015,San Diego,0,87,0
2015,San Diego,0,24,0
2015,San Diego,0,63,0
2015,San Diego,506,1191,0.425
2015,San Diego,650,1390,0.468
2015,San Diego,661,1173,0.564
2015,San Diego,132,306,0.431
2015,San Diego,289,384,0.753
2015,San Diego,2238,4444,0.504
2015,San Diego,1087,2099,0.518
2015,San Diego,1151,2345,0.491
2015,San Diego,460,1346,0.342
2015,San Diego,599,1529,0.392
2015,San Diego,420,854,0.492
2015,San Diego,146,304,0.48
2015,San Diego,176,418,0.421
2015,San Diego,1801,4451,0.405
2015,San Diego,1001,2326,0.43
2015,San Diego,800,2125,0.376
2015,San Diego,465,1684,0.276
2015,San Diego,385,1680,0.229
2015,San Diego,607,1100,0.552
2015,San Diego,100,358,0.279
2015,San Diego,160,404,0.396
2015,San Diego,1717,5226,0.329
2015,San Diego,992,2625,0.378
2015,San Diego,725,2601,0.279
2015,San Diego,729,2899,0.251
2015,San Diego,452,2257,0.2
2015,San Diego,445,1031,0.432
2015,San Diego,95,291,0.326
2015,San Diego,285,568,0.502
2015,San Diego,2006,7046,0.285
2015,San Diego,1061,3149,0.337
2015,San Diego,945,3897,0.242
2015,San Diego,196,1652,0.119
2015,San Diego,139,2719,0.051
2015,San Diego,63,442,0.143
2015,San Diego,10,674,0.015
2015,San Diego,38,505,0.075
2015,San Diego,446,5992,0.074
2015,San Diego,193,3005,0.064
2015,San Diego,253,2987,0.085
2015,San Diego,76,989,0.077
2015,San Diego,124,1829,0.068
2015,San Diego,6,322,0.019
2015,San Diego,32,317,0.101
2015,San Diego,20,214,0.093
2015,San Diego,258,3671,0.07
2015,San Diego,154,1740,0.089
2015,San Diego,104,1931,0.054
2015,San Diego,218,1374,0.159
2015,San Diego,145,1676,0.087
2015,San Diego,81,319,0.254
2015,San Diego,86,449,0.192
2015,San Diego,34,206,0.165
2015,San Diego,564,4024,0.14
2015,San Diego,331,1941,0.171
2015,San Diego,233,2083,0.112
2015,San Diego,299,1311,0.228
2015,San Diego,163,931,0.175
2015,San Diego,97,296,0.328
2015,San Diego,30,104,0.288
2015,San Diego,92,136,0.676
2015,San Diego,681,2778,0.245
2015,San Diego,364,1453,0.251
2015,San Diego,317,1325,0.239
2015,San Diego,202,793,0.255
2015,San Diego,120,788,0.152
2015,San Diego,39,112,0.348
2015,San Diego,3,117,0.026
2015,San Diego,8,65,0.123
2015,San Diego,372,1875,0.198
2015,San Diego,199,847,0.235
2015,San Diego,173,1028,0.168
2015,San Diego,185,555,0.333
2015,San Diego,232,657,0.353
2015,San Diego,255,325,0.785
2015,San Diego,31,169,0.183
2015,San Diego,83,141,0.589
2015,San Diego,786,1847,0.426
2015,San Diego,454,921,0.493
2015,San Diego,332,926,0.359
2015,San Diego,447,1246,0.359
2015,San Diego,438,1207,0.363
2015,San Diego,452,822,0.55
2015,San Diego,50,185,0.27
2015,San Diego,263,472,0.557
2015,San Diego,1650,3932,0.42
2015,San Diego,982,2039,0.482
2015,San Diego,668,1893,0.353
2015,San Diego,784,1618,0.485
2015,San Diego,684,1756,0.39
2015,San Diego,551,927,0.594
2015,San Diego,201,543,0.37
2015,San Diego,467,585,0.798
2015,San Diego,2687,5429,0.495
2015,San Diego,1425,2802,0.509
2015,San Diego,1262,2627,0.48
2015,San Diego,268,688,0.39
2015,San Diego,225,691,0.326
2015,San Diego,386,676,0.571
2015,San Diego,54,138,0.391
2015,San Diego,94,256,0.367
2015,San Diego,1027,2449,0.419
2015,San Diego,525,1211,0.434
2015,San Diego,502,1238,0.405
2015,San Diego,857,2398,0.357
2015,San Diego,1771,3160,0.56
2015,San Diego,368,583,0.631
2015,San Diego,199,562,0.354
2015,San Diego,189,220,0.859
2015,San Diego,3384,6923,0.489
2015,San Diego,1285,2587,0.497
2015,San Diego,2099,4336,0.484
2015,San Diego,707,2505,0.282
2015,San Diego,404,1848,0.219
2015,San Diego,136,255,0.533
2015,San Diego,205,404,0.507
2015,San Diego,149,199,0.749
2015,San Diego,1601,5211,0.307
2015,San Diego,698,2224,0.314
2015,San Diego,903,2987,0.302
2015,San Diego,218,1423,0.153
2015,San Diego,207,1246,0.166
2015,San Diego,0,71,0
2015,San Diego,269,791,0.34
2015,San Diego,0,56,0
2015,San Diego,694,3587,0.193
2015,San Diego,418,1635,0.256
2015,San Diego,276,1952,0.141
2015,San Diego,308,2622,0.117
2015,San Diego,326,3104,0.105
2015,San Diego,53,128,0.414
2015,San Diego,228,1514,0.151
2015,San Diego,0,135,0
2015,San Diego,915,7503,0.122
2015,San Diego,547,3435,0.159
2015,San Diego,368,4068,0.09
2015,San Diego,0,0,
2015,San Diego,0,0,
2015,San Diego,0,0,
2015,San Diego,0,0,
2015,San Diego,0,0,
