Year,Geography Name,Poverty Estimate,Population Estimate,Poverty Percent
2015,Census Tract 100.11,65,557,0.117
2015,Census Tract 100.11,94,219,0.429
2015,Census Tract 100.11,756,4276,0.177
2015,Census Tract 100.11,402,2274,0.177
2015,Census Tract 100.11,354,2002,0.177
2015,Census Tract 100.12,309,1369,0.226
2015,Census Tract 100.12,372,1671,0.223
2015,Census Tract 100.12,398,1094,0.364
2015,Census Tract 100.12,156,596,0.262
2015,Census Tract 100.12,123,465,0.265
2015,Census Tract 100.12,1358,5195,0.261
2015,Census Tract 100.12,794,2773,0.286
2015,Census Tract 100.12,564,2422,0.233
2015,Census Tract 100.13,386,1622,0.238
2015,Census Tract 100.13,737,2185,0.337
2015,Census Tract 100.13,777,1409,0.551
2015,Census Tract 100.13,123,535,0.23
2015,Census Tract 100.13,73,372,0.196
2015,Census Tract 100.13,2096,6123,0.342
2015,Census Tract 100.13,1106,3045,0.363
2015,Census Tract 100.13,990,3078,0.322
2020,Census Tract 200.24,59,986,0.06
2015,Census Tract 100.14,272,4265,0.064
2015,Census Tract 100.14,236,6200,0.038
2015,Census Tract 100.14,338,3655,0.092
2015,Census Tract 100.14,0,977,0
2015,Census Tract 100.14,99,1509,0.066
2015,Census Tract 100.14,945,16606,0.057
2015,Census Tract 100.14,614,8674,0.071
2015,Census Tract 100.14,331,7932,0.042
2015,Census Tract 100.15,92,769,0.12
2015,Census Tract 100.15,79,1051,0.075
2015,Census Tract 100.15,127,655,0.194
2015,Census Tract 100.15,11,173,0.064
2015,Census Tract 100.15,30,231,0.13
2015,Census Tract 100.15,339,2879,0.118
2015,Census Tract 100.15,211,1560,0.135
2015,Census Tract 100.15,128,1319,0.097
2015,Census Tract 101.03,415,2003,0.207
2015,Census Tract 101.03,382,2310,0.165
2015,Census Tract 101.03,397,1461,0.272
2015,Census Tract 101.03,49,580,0.084
2015,Census Tract 101.03,132,654,0.202
2015,Census Tract 101.03,1375,7008,0.196
2015,Census Tract 101.03,804,3469,0.232
2015,Census Tract 101.03,571,3539,0.161
2015,Census Tract 101.04,126,1022,0.123
2015,Census Tract 101.04,49,1337,0.037
2015,Census Tract 101.04,12,696,0.017
2015,Census Tract 101.04,36,414,0.087
2015,Census Tract 101.04,31,277,0.112
2015,Census Tract 101.04,254,3746,0.068
2015,Census Tract 101.04,108,1982,0.054
2015,Census Tract 101.04,146,1764,0.083
2015,Census Tract 101.06,349,1720,0.203
2015,Census Tract 101.06,462,2157,0.214
2015,Census Tract 101.06,310,1067,0.291
2015,Census Tract 101.06,71,657,0.108
2015,Census Tract 101.06,128,297,0.431
2015,Census Tract 101.06,1320,5898,0.224
2015,Census Tract 101.06,718,3134,0.229
2015,Census Tract 101.06,602,2764,0.218
2015,Census Tract 101.07,185,1927,0.096
2015,Census Tract 101.07,303,2615,0.116
2015,Census Tract 101.07,370,1080,0.343
2015,Census Tract 101.07,44,830,0.053
2015,Census Tract 101.07,14,508,0.028
2015,Census Tract 101.07,916,6960,0.132
2015,Census Tract 101.07,496,3562,0.139
2015,Census Tract 101.07,420,3398,0.124
2015,Census Tract 101.09,165,1344,0.123
2015,Census Tract 101.09,175,1604,0.109
2015,Census Tract 101.09,32,835,0.038
2015,Census Tract 101.09,87,574,0.152
2015,Census Tract 101.09,95,360,0.264
2015,Census Tract 101.09,554,4717,0.117
2015,Census Tract 101.09,292,2356,0.124
2015,Census Tract 101.09,262,2361,0.111
2015,Census Tract 101.10,321,1974,0.163
2015,Census Tract 101.10,404,2917,0.138
2015,Census Tract 101.10,502,1743,0.288
2015,Census Tract 101.10,153,882,0.173
2015,Census Tract 101.10,208,654,0.318
2015,Census Tract 101.10,1588,8170,0.194
2015,Census Tract 101.10,1029,4489,0.229
2015,Census Tract 101.10,559,3681,0.152
2015,Census Tract 101.11,214,872,0.245
2015,Census Tract 101.11,309,1174,0.263
2015,Census Tract 101.11,207,647,0.32
2015,Census Tract 101.11,37,402,0.092
2015,Census Tract 101.11,73,278,0.263
2015,Census Tract 101.11,840,3373,0.249
2015,Census Tract 101.11,511,1786,0.286
2015,Census Tract 101.11,329,1587,0.207
2015,Census Tract 101.12,390,1527,0.255
2015,Census Tract 101.12,412,1563,0.264
2015,Census Tract 101.12,412,1009,0.408
2015,Census Tract 101.12,84,338,0.249
2015,Census Tract 101.12,208,607,0.343
2015,Census Tract 101.12,1506,5044,0.299
2015,Census Tract 101.12,831,2729,0.305
2015,Census Tract 101.12,675,2315,0.292
2015,Census Tract 102,525,2167,0.242
2015,Census Tract 102,304,2178,0.14
2015,Census Tract 102,58,690,0.084
2015,Census Tract 102,179,847,0.211
2015,Census Tract 102,28,385,0.073
2015,Census Tract 102,1094,6267,0.175
2015,Census Tract 102,619,3129,0.198
2015,Census Tract 102,475,3138,0.151
2015,Census Tract 103,214,1220,0.175
2015,Census Tract 103,225,1668,0.135
2015,Census Tract 103,191,902,0.212
2015,Census Tract 103,109,683,0.16
2015,Census Tract 103,39,254,0.154
2015,Census Tract 103,778,4727,0.165
2015,Census Tract 103,506,2356,0.215
2015,Census Tract 103,272,2371,0.115
2015,Census Tract 104.01,145,776,0.187
2015,Census Tract 104.01,97,782,0.124
2015,Census Tract 104.01,116,357,0.325
2015,Census Tract 104.01,21,163,0.129
2015,Census Tract 104.01,82,209,0.392
2015,Census Tract 104.01,461,2287,0.202
2015,Census Tract 104.01,189,1052,0.18
2015,Census Tract 104.01,272,1235,0.22
2015,Census Tract 104.02,394,1913,0.206
2015,Census Tract 104.02,452,2082,0.217
2015,Census Tract 104.02,424,1513,0.28
2015,Census Tract 104.02,61,420,0.145
2015,Census Tract 104.02,75,447,0.168
2015,Census Tract 104.02,1406,6375,0.221
2015,Census Tract 104.02,760,3483,0.218
2015,Census Tract 104.02,646,2892,0.223
2015,Census Tract 105.01,30,247,0.121
2015,Census Tract 105.01,69,670,0.103
2015,Census Tract 105.01,56,264,0.212
2015,Census Tract 105.01,16,225,0.071
2015,Census Tract 105.01,0,45,0
2015,Census Tract 105.01,171,1451,0.118
2015,Census Tract 105.01,135,794,0.17
2015,Census Tract 105.01,36,657,0.055
2015,Census Tract 105.02,383,1738,0.22
2015,Census Tract 105.02,289,2037,0.142
2015,Census Tract 105.02,312,1177,0.265
2015,Census Tract 105.02,37,311,0.119
2015,Census Tract 105.02,148,543,0.273
2015,Census Tract 105.02,1169,5806,0.201
2015,Census Tract 105.02,660,2958,0.223
2015,Census Tract 105.02,509,2848,0.179
2015,Census Tract 106.01,50,362,0.138
2015,Census Tract 106.01,73,907,0.08
2015,Census Tract 106.01,77,337,0.228
2015,Census Tract 106.01,17,737,0.023
2015,Census Tract 106.01,6,89,0.067
2015,Census Tract 106.01,223,2432,0.092
2015,Census Tract 106.01,109,1211,0.09
2015,Census Tract 106.01,114,1221,0.093
2015,Census Tract 108,40,530,0.075
2015,Census Tract 108,31,1275,0.024
2015,Census Tract 108,9,438,0.021
2015,Census Tract 108,13,467,0.028
2015,Census Tract 108,0,76,0
2015,Census Tract 108,93,2786,0.033
2015,Census Tract 108,32,1401,0.023
2015,Census Tract 108,61,1385,0.044
2015,Census Tract 109,11,248,0.044
2015,Census Tract 109,51,848,0.06
2015,Census Tract 109,36,348,0.103
2015,Census Tract 109,21,529,0.04
2015,Census Tract 109,0,83,0
2015,Census Tract 109,119,2056,0.058
2015,Census Tract 109,83,1154,0.072
2015,Census Tract 109,36,902,0.04
2015,Census Tract 110,40,688,0.058
2015,Census Tract 110,70,1252,0.056
2015,Census Tract 110,0,339,0
2015,Census Tract 110,0,657,0
2015,Census Tract 110,0,180,0
2015,Census Tract 110,110,3116,0.035
2015,Census Tract 110,61,1611,0.038
2015,Census Tract 110,49,1505,0.033
2015,Census Tract 111,23,907,0.025
2015,Census Tract 111,147,1769,0.083
2015,Census Tract 111,57,699,0.082
2015,Census Tract 111,9,730,0.012
2015,Census Tract 111,0,242,0
2015,Census Tract 111,236,4347,0.054
2015,Census Tract 111,112,2308,0.049
2015,Census Tract 111,124,2039,0.061
2015,Census Tract 113,0,22,0
2015,Census Tract 113,4,53,0.075
2015,Census Tract 113,0,18,0
2015,Census Tract 113,0,0,
2015,Census Tract 113,13,40,0.325
2015,Census Tract 113,17,133,0.128
2015,Census Tract 113,8,58,0.138
2015,Census Tract 113,9,75,0.12
2015,Census Tract 116.01,504,1770,0.285
2015,Census Tract 116.01,506,1994,0.254
2015,Census Tract 116.01,524,1319,0.397
2015,Census Tract 116.01,25,262,0.095
2015,Census Tract 116.01,84,442,0.19
2015,Census Tract 116.01,1643,5787,0.284
2015,Census Tract 116.01,935,3137,0.298
2015,Census Tract 116.01,708,2650,0.267
2015,Census Tract 116.02,295,991,0.298
2015,Census Tract 116.02,239,1296,0.184
2015,Census Tract 116.02,224,682,0.328
2015,Census Tract 116.02,51,212,0.241
2015,Census Tract 116.02,165,314,0.525
2015,Census Tract 116.02,974,3495,0.279
2015,Census Tract 116.02,585,1788,0.327
2015,Census Tract 116.02,389,1707,0.228
2015,Census Tract 117,363,1256,0.289
2015,Census Tract 117,706,2764,0.255
2015,Census Tract 117,412,894,0.461
2015,Census Tract 117,355,880,0.403
2015,Census Tract 117,43,254,0.169
2015,Census Tract 117,1879,6048,0.311
2015,Census Tract 117,1031,2993,0.344
2015,Census Tract 117,848,3055,0.278
2015,Census Tract 118.01,302,906,0.333
2015,Census Tract 118.01,453,1434,0.316
2015,Census Tract 118.01,321,813,0.395
2015,Census Tract 118.01,58,282,0.206
2015,Census Tract 118.01,105,167,0.629
2015,Census Tract 118.01,1239,3602,0.344
2015,Census Tract 118.01,721,1745,0.413
2015,Census Tract 118.01,518,1857,0.279
2015,Census Tract 118.02,645,2101,0.307
2015,Census Tract 118.02,676,2620,0.258
2015,Census Tract 118.02,804,1673,0.481
2015,Census Tract 118.02,117,538,0.217
2015,Census Tract 118.02,386,586,0.659
2015,Census Tract 118.02,2628,7518,0.35
2015,Census Tract 118.02,1415,3949,0.358
2015,Census Tract 118.02,1213,3569,0.34
2015,Census Tract 119.02,130,1327,0.098
2015,Census Tract 119.02,337,2192,0.154
2015,Census Tract 119.02,167,828,0.202
2015,Census Tract 119.02,72,997,0.072
2015,Census Tract 119.02,0,396,0
2015,Census Tract 119.02,706,5740,0.123
2015,Census Tract 119.02,359,2906,0.124
2015,Census Tract 119.02,347,2834,0.122
2015,Census Tract 120.02,234,997,0.235
2015,Census Tract 120.02,174,1416,0.123
2015,Census Tract 120.02,126,483,0.261
2015,Census Tract 120.02,218,768,0.284
2015,Census Tract 120.02,54,273,0.198
2015,Census Tract 120.02,806,3937,0.205
2015,Census Tract 120.02,438,2136,0.205
2015,Census Tract 120.02,368,1801,0.204
2015,Census Tract 120.03,175,950,0.184
2015,Census Tract 120.03,228,1299,0.176
2015,Census Tract 120.03,191,582,0.328
2015,Census Tract 120.03,40,460,0.087
2015,Census Tract 120.03,23,220,0.105
2015,Census Tract 120.03,657,3511,0.187
2015,Census Tract 120.03,383,1763,0.217
2015,Census Tract 120.03,274,1748,0.157
2015,Census Tract 121.01,78,646,0.121
2015,Census Tract 121.01,109,884,0.123
2015,Census Tract 121.01,101,444,0.227
2015,Census Tract 121.01,41,305,0.134
2015,Census Tract 121.01,144,238,0.605
2015,Census Tract 121.01,473,2517,0.188
2015,Census Tract 121.01,310,1317,0.235
2015,Census Tract 121.01,163,1200,0.136
2015,Census Tract 121.02,230,1024,0.225
2015,Census Tract 121.02,391,1466,0.267
2015,Census Tract 121.02,182,701,0.26
2015,Census Tract 121.02,67,366,0.183
2015,Census Tract 121.02,41,219,0.187
2015,Census Tract 121.02,911,3776,0.241
2015,Census Tract 121.02,510,1912,0.267
2015,Census Tract 121.02,401,1864,0.215
2015,Census Tract 122,182,1003,0.181
2015,Census Tract 122,205,1187,0.173
2015,Census Tract 122,140,665,0.211
2015,Census Tract 122,16,301,0.053
2015,Census Tract 122,79,279,0.283
2015,Census Tract 122,622,3435,0.181
2015,Census Tract 122,342,1737,0.197
2015,Census Tract 122,280,1698,0.165
2015,Census Tract 123.02,120,409,0.293
2015,Census Tract 123.02,123,550,0.224
2015,Census Tract 123.02,97,317,0.306
2015,Census Tract 123.02,115,316,0.364
2015,Census Tract 123.02,51,107,0.477
2015,Census Tract 123.02,506,1699,0.298
2015,Census Tract 123.02,282,941,0.3
2015,Census Tract 123.02,224,758,0.296
2015,Census Tract 123.03,211,909,0.232
2015,Census Tract 123.03,227,1251,0.181
2015,Census Tract 123.03,72,361,0.199
2015,Census Tract 123.03,87,761,0.114
2015,Census Tract 123.03,72,151,0.477
2015,Census Tract 123.03,669,3433,0.195
2015,Census Tract 123.03,442,1880,0.235
2015,Census Tract 123.03,227,1553,0.146
2015,Census Tract 123.04,75,683,0.11
2015,Census Tract 123.04,107,1328,0.081
2015,Census Tract 123.04,92,629,0.146
2015,Census Tract 123.04,27,589,0.046
2015,Census Tract 123.04,50,150,0.333
2015,Census Tract 123.04,351,3379,0.104
2015,Census Tract 123.04,155,1666,0.093
2015,Census Tract 123.04,196,1713,0.114
2020,Census Tract 119.02,161,2084,0.077
2015,Census Tract 124.01,481,1274,0.378
2015,Census Tract 124.01,232,1043,0.222
2015,Census Tract 124.01,341,626,0.545
2015,Census Tract 124.01,90,408,0.221
2015,Census Tract 124.01,354,432,0.819
2015,Census Tract 124.01,1498,3783,0.396
2015,Census Tract 124.01,859,1777,0.483
2015,Census Tract 124.01,639,2006,0.319
2015,Census Tract 124.02,311,1233,0.252
2015,Census Tract 124.02,554,2026,0.273
2015,Census Tract 124.02,361,1052,0.343
2015,Census Tract 124.02,150,470,0.319
2015,Census Tract 124.02,18,294,0.061
2015,Census Tract 124.02,1394,5075,0.275
2015,Census Tract 124.02,729,2532,0.288
2015,Census Tract 124.02,665,2543,0.262
2015,Census Tract 125.01,259,848,0.305
2015,Census Tract 125.01,229,1012,0.226
2015,Census Tract 125.01,229,547,0.419
2015,Census Tract 125.01,88,469,0.188
2015,Census Tract 125.01,143,210,0.681
2015,Census Tract 125.01,948,3086,0.307
2015,Census Tract 125.01,586,1669,0.351
2015,Census Tract 125.01,362,1417,0.255
2015,Census Tract 125.02,325,1250,0.26
2015,Census Tract 125.02,460,1450,0.317
2015,Census Tract 125.02,314,808,0.389
2015,Census Tract 125.02,34,398,0.085
2015,Census Tract 125.02,173,293,0.59
2015,Census Tract 125.02,1306,4199,0.311
2015,Census Tract 125.02,768,2155,0.356
2015,Census Tract 125.02,538,2044,0.263
2015,Census Tract 126,156,1144,0.136
2015,Census Tract 126,347,1733,0.2
2015,Census Tract 126,258,945,0.273
2015,Census Tract 126,108,433,0.249
2015,Census Tract 126,83,372,0.223
2015,Census Tract 126,952,4627,0.206
2015,Census Tract 126,502,2136,0.235
2015,Census Tract 126,450,2491,0.181
2015,Census Tract 127,258,1548,0.167
2015,Census Tract 127,184,1707,0.108
2015,Census Tract 127,343,956,0.359
2015,Census Tract 127,166,681,0.244
2015,Census Tract 127,184,451,0.408
2015,Census Tract 127,1135,5343,0.212
2015,Census Tract 127,613,2704,0.227
2015,Census Tract 127,522,2639,0.198
2015,Census Tract 128,163,926,0.176
2015,Census Tract 128,219,1662,0.132
2015,Census Tract 128,120,705,0.17
2015,Census Tract 128,65,538,0.121
2015,Census Tract 128,32,190,0.168
2015,Census Tract 128,599,4021,0.149
2015,Census Tract 128,259,2062,0.126
2015,Census Tract 128,340,1959,0.174
2015,Census Tract 129,33,628,0.053
2015,Census Tract 129,104,1307,0.08
2015,Census Tract 129,69,329,0.21
2015,Census Tract 129,53,541,0.098
2015,Census Tract 129,10,363,0.028
2015,Census Tract 129,269,3168,0.085
2015,Census Tract 129,140,1565,0.089
2015,Census Tract 129,129,1603,0.08
2015,Census Tract 130,200,1525,0.131
2015,Census Tract 130,211,2192,0.096
2015,Census Tract 130,163,1182,0.138
2015,Census Tract 130,178,938,0.19
2015,Census Tract 130,100,369,0.271
2015,Census Tract 130,852,6206,0.137
2015,Census Tract 130,432,3190,0.135
2015,Census Tract 130,420,3016,0.139
2015,Census Tract 131.02,318,2045,0.156
2015,Census Tract 131.02,473,2227,0.212
2015,Census Tract 131.02,101,1272,0.079
2015,Census Tract 131.02,107,639,0.167
2015,Census Tract 131.02,0,329,0
2015,Census Tract 131.02,999,6512,0.153
2015,Census Tract 131.02,523,2883,0.181
2015,Census Tract 131.02,476,3629,0.131
2015,Census Tract 131.03,147,651,0.226
2015,Census Tract 131.03,100,932,0.107
2015,Census Tract 131.03,122,517,0.236
2015,Census Tract 131.03,25,351,0.071
2015,Census Tract 131.03,50,179,0.279
2015,Census Tract 131.03,444,2630,0.169
2015,Census Tract 131.03,201,1274,0.158
2015,Census Tract 131.03,243,1356,0.179
2015,Census Tract 131.04,355,1772,0.2
2015,Census Tract 131.04,360,1929,0.187
2015,Census Tract 131.04,318,936,0.34
2015,Census Tract 131.04,118,615,0.192
2015,Census Tract 131.04,143,432,0.331
2015,Census Tract 131.04,1294,5684,0.228
2015,Census Tract 131.04,832,2875,0.289
2015,Census Tract 131.04,462,2809,0.164
2015,Census Tract 132.03,580,2080,0.279
2015,Census Tract 132.03,651,1964,0.331
2015,Census Tract 132.03,796,1386,0.574
2015,Census Tract 132.03,215,880,0.244
2015,Census Tract 132.03,273,654,0.417
2015,Census Tract 132.03,2515,6964,0.361
2015,Census Tract 132.03,1673,3992,0.419
2015,Census Tract 132.03,842,2972,0.283
2015,Census Tract 132.04,190,1037,0.183
2015,Census Tract 132.04,228,1556,0.147
2015,Census Tract 132.04,253,816,0.31
2015,Census Tract 132.04,78,494,0.158
2015,Census Tract 132.04,37,203,0.182
2015,Census Tract 132.04,786,4106,0.191
2015,Census Tract 132.04,358,2115,0.169
2015,Census Tract 132.04,428,1991,0.215
2015,Census Tract 132.05,125,647,0.193
2015,Census Tract 132.05,172,832,0.207
2015,Census Tract 132.05,195,520,0.375
2015,Census Tract 132.05,29,186,0.156
2015,Census Tract 132.05,79,290,0.272
2015,Census Tract 132.05,600,2475,0.242
2015,Census Tract 132.05,316,1316,0.24
2015,Census Tract 132.05,284,1159,0.245
2015,Census Tract 132.06,282,1950,0.145
2015,Census Tract 132.06,475,2197,0.216
2015,Census Tract 132.06,363,1198,0.303
2015,Census Tract 132.06,84,1263,0.067
2015,Census Tract 132.06,280,611,0.458
2015,Census Tract 132.06,1484,7219,0.206
2015,Census Tract 132.06,817,3805,0.215
2015,Census Tract 132.06,667,3414,0.195
2015,Census Tract 133.01,137,1185,0.116
2015,Census Tract 133.01,94,1947,0.048
2015,Census Tract 133.01,201,1120,0.179
2015,Census Tract 133.01,12,839,0.014
2015,Census Tract 133.01,95,327,0.291
2015,Census Tract 133.01,539,5418,0.099
2015,Census Tract 133.01,284,2610,0.109
2015,Census Tract 133.01,255,2808,0.091
2015,Census Tract 133.02,154,1128,0.137
2015,Census Tract 133.02,260,1824,0.143
2015,Census Tract 133.02,175,800,0.219
2015,Census Tract 133.02,102,860,0.119
2015,Census Tract 133.02,31,258,0.12
2015,Census Tract 133.02,722,4870,0.148
2015,Census Tract 133.02,404,2688,0.15
2015,Census Tract 133.02,318,2182,0.146
2015,Census Tract 133.03,77,1377,0.056
2015,Census Tract 133.03,311,2217,0.14
2015,Census Tract 133.03,8,697,0.011
2015,Census Tract 133.03,65,843,0.077
2015,Census Tract 133.03,101,335,0.301
2015,Census Tract 133.03,562,5469,0.103
2015,Census Tract 133.03,342,2980,0.115
2015,Census Tract 133.03,220,2489,0.088
2015,Census Tract 133.06,145,1302,0.111
2015,Census Tract 133.06,240,1502,0.16
2015,Census Tract 133.06,98,731,0.134
2015,Census Tract 133.06,40,469,0.085
2015,Census Tract 133.06,30,229,0.131
2015,Census Tract 133.06,553,4233,0.131
2015,Census Tract 133.06,330,2310,0.143
2015,Census Tract 133.06,223,1923,0.116
2015,Census Tract 133.07,204,1119,0.182
2015,Census Tract 133.07,124,1392,0.089
2015,Census Tract 133.07,74,828,0.089
2015,Census Tract 133.07,31,531,0.058
2015,Census Tract 133.07,12,282,0.043
2015,Census Tract 133.07,445,4152,0.107
2015,Census Tract 133.07,258,1961,0.132
2015,Census Tract 133.07,187,2191,0.085
2015,Census Tract 133.08,65,1134,0.057
2015,Census Tract 133.08,145,1264,0.115
2015,Census Tract 133.08,112,782,0.143
2015,Census Tract 133.08,45,388,0.116
2015,Census Tract 133.08,42,339,0.124
2015,Census Tract 133.08,409,3907,0.105
2015,Census Tract 133.08,260,2112,0.123
2015,Census Tract 133.08,149,1795,0.083
2015,Census Tract 133.09,105,1767,0.059
2015,Census Tract 133.09,139,2780,0.05
2015,Census Tract 133.09,143,1445,0.099
2015,Census Tract 133.09,56,989,0.057
2015,Census Tract 133.09,34,494,0.069
2015,Census Tract 133.09,477,7475,0.064
2015,Census Tract 133.09,293,3707,0.079
2015,Census Tract 133.09,184,3768,0.049
2015,Census Tract 133.1,268,6112,0.044
2015,Census Tract 133.1,1143,11782,0.097
2015,Census Tract 133.1,1288,6743,0.191
2015,Census Tract 133.1,169,1770,0.095
2015,Census Tract 133.1,181,1437,0.126
2015,Census Tract 133.1,3049,27844,0.11
2015,Census Tract 133.1,1672,13932,0.12
2015,Census Tract 133.1,1377,13912,0.099
2015,Census Tract 133.11,230,2402,0.096
2015,Census Tract 133.11,229,4416,0.052
2015,Census Tract 133.11,80,2526,0.032
2015,Census Tract 133.11,47,651,0.072
2015,Census Tract 133.11,0,648,0
2015,Census Tract 133.11,586,10643,0.055
2015,Census Tract 133.11,396,5908,0.067
2015,Census Tract 133.11,190,4735,0.04
2015,Census Tract 133.12,20,827,0.024
2015,Census Tract 133.12,45,1001,0.045
2015,Census Tract 133.12,111,643,0.173
2015,Census Tract 133.12,0,295,0
2015,Census Tract 133.12,6,131,0.046
2015,Census Tract 133.12,182,2897,0.063
2015,Census Tract 133.12,113,1534,0.074
2015,Census Tract 133.12,69,1363,0.051
2020,Census Tract 119.02,47,714,0.066
2020,Census Tract 119.02,78,1597,0.049
2015,Census Tract 133.13,294,4086,0.072
2015,Census Tract 133.13,291,4488,0.065
2015,Census Tract 133.13,312,2512,0.124
2015,Census Tract 133.13,17,497,0.034
2015,Census Tract 133.13,33,1463,0.023
2015,Census Tract 133.13,947,13046,0.073
2015,Census Tract 133.13,590,6388,0.092
2015,Census Tract 133.13,357,6658,0.054
2015,Census Tract 133.14,329,4345,0.076
2015,Census Tract 133.14,202,6543,0.031
2015,Census Tract 133.14,368,4133,0.089
2015,Census Tract 133.14,68,800,0.085
2015,Census Tract 133.14,97,1289,0.075
2015,Census Tract 133.14,1064,17110,0.062
2015,Census Tract 133.14,717,8697,0.082
2015,Census Tract 133.14,347,8413,0.041
2015,Census Tract 134.01,61,1159,0.053
2015,Census Tract 134.01,126,1759,0.072
2015,Census Tract 134.01,0,554,0
2015,Census Tract 134.01,38,853,0.045
2015,Census Tract 134.01,7,230,0.03
2015,Census Tract 134.01,232,4555,0.051
2015,Census Tract 134.01,92,2187,0.042
2015,Census Tract 134.01,140,2368,0.059
2015,Census Tract 134.09,111,1457,0.076
2015,Census Tract 134.09,174,2089,0.083
2015,Census Tract 134.09,55,725,0.076
2015,Census Tract 134.09,53,948,0.056
2015,Census Tract 134.09,94,421,0.223
2015,Census Tract 134.09,487,5640,0.086
2015,Census Tract 134.09,228,2722,0.084
2015,Census Tract 134.09,259,2918,0.089
2015,Census Tract 134.10,50,1142,0.044
2015,Census Tract 134.10,135,3479,0.039
2015,Census Tract 134.10,34,1744,0.019
2015,Census Tract 134.10,43,1172,0.037
2015,Census Tract 134.10,13,441,0.029
2015,Census Tract 134.10,275,7978,0.034
2015,Census Tract 134.10,167,4406,0.038
2015,Census Tract 134.10,108,3572,0.03
2015,Census Tract 134.11,46,908,0.051
2015,Census Tract 134.11,140,2406,0.058
2015,Census Tract 134.11,9,953,0.009
2015,Census Tract 134.11,36,1030,0.035
2015,Census Tract 134.11,0,148,0
2015,Census Tract 134.11,231,5445,0.042
2015,Census Tract 134.11,136,2641,0.051
2015,Census Tract 134.11,95,2804,0.034
2020,Census Tract 119.02,0,179,0
2020,Census Tract 119.02,339,5926,0.057
2020,Census Tract 119.02,251,3322,0.076
2020,Census Tract 119.02,88,2604,0.034
2020,Census Tract 120.02,195,741,0.263
2020,Census Tract 120.02,292,1238,0.236
2020,Census Tract 120.02,280,678,0.413
2020,Census Tract 120.02,207,728,0.284
2020,Census Tract 120.02,35,137,0.255
2020,Census Tract 120.02,1009,3522,0.286
2015,Census Tract 134.12,13,962,0.014
2015,Census Tract 134.12,91,2227,0.041
2015,Census Tract 134.12,23,745,0.031
2015,Census Tract 134.12,62,790,0.078
2015,Census Tract 134.12,19,306,0.062
2015,Census Tract 134.12,208,5030,0.041
2015,Census Tract 134.12,132,2577,0.051
2015,Census Tract 134.12,76,2453,0.031
2015,Census Tract 134.14,50,1882,0.027
2020,Census Tract 120.02,636,1974,0.322
2020,Census Tract 120.02,373,1548,0.241
2015,Census Tract 134.14,395,3194,0.124
2020,Census Tract 120.03,74,638,0.116
2015,Census Tract 134.14,288,1662,0.173
2020,Census Tract 120.03,116,1333,0.087
2015,Census Tract 134.14,80,1113,0.072
2020,Census Tract 120.03,87,496,0.175
2015,Census Tract 134.14,0,182,0
2020,Census Tract 120.03,15,430,0.035
2015,Census Tract 134.14,813,8033,0.101
2020,Census Tract 120.03,37,155,0.239
2015,Census Tract 134.14,502,3761,0.133
2020,Census Tract 120.03,329,3052,0.108
2015,Census Tract 134.14,311,4272,0.073
2015,Census Tract 134.15,48,413,0.116
2015,Census Tract 134.15,19,627,0.03
2015,Census Tract 134.15,10,180,0.056
2015,Census Tract 134.15,0,316,0
2015,Census Tract 134.15,0,59,0
2015,Census Tract 134.15,77,1595,0.048
2015,Census Tract 134.15,57,863,0.066
2015,Census Tract 134.15,20,732,0.027
2015,Census Tract 134.16,55,911,0.06
2015,Census Tract 134.16,111,1498,0.074
2015,Census Tract 134.16,9,595,0.015
2015,Census Tract 134.16,10,486,0.021
2015,Census Tract 134.16,0,280,0
2015,Census Tract 134.16,185,3770,0.049
2015,Census Tract 134.16,56,1834,0.031
2015,Census Tract 134.16,129,1936,0.067
2015,Census Tract 134.17,14,517,0.027
2015,Census Tract 134.17,18,825,0.022
2015,Census Tract 134.17,6,319,0.019
2015,Census Tract 134.17,12,395,0.03
2015,Census Tract 134.17,7,168,0.042
2015,Census Tract 134.17,57,2224,0.026
2015,Census Tract 134.17,38,1138,0.033
2015,Census Tract 134.17,19,1086,0.017
2015,Census Tract 134.18,140,1487,0.094
2015,Census Tract 134.18,115,2205,0.052
2015,Census Tract 134.18,136,1294,0.105
2015,Census Tract 134.18,219,785,0.279
2015,Census Tract 134.18,74,426,0.174
2015,Census Tract 134.18,684,6197,0.11
2015,Census Tract 134.18,411,3101,0.133
2015,Census Tract 134.18,273,3096,0.088
2015,Census Tract 134.19,85,1808,0.047
2015,Census Tract 134.19,206,3248,0.063
2015,Census Tract 134.19,95,1738,0.055
2015,Census Tract 134.19,73,816,0.089
2015,Census Tract 134.19,21,749,0.028
2015,Census Tract 134.19,480,8359,0.057
2015,Census Tract 134.19,333,4422,0.075
2015,Census Tract 134.19,147,3937,0.037
2015,Census Tract 134.20,143,1324,0.108
2015,Census Tract 134.20,89,1279,0.07
2015,Census Tract 134.20,29,492,0.059
2015,Census Tract 134.20,47,481,0.098
2015,Census Tract 134.20,8,301,0.027
2015,Census Tract 134.20,316,3877,0.082
2015,Census Tract 134.20,100,1795,0.056
2015,Census Tract 134.20,216,2082,0.104
2020,Census Tract 120.03,202,1607,0.126
2020,Census Tract 120.03,127,1445,0.088
2020,Census Tract 121.01,58,662,0.088
2020,Census Tract 121.01,87,967,0.09
2020,Census Tract 121.01,56,126,0.444
2020,Census Tract 121.01,80,447,0.179
