Year,Geography Name,Poverty Estimate,Population Estimate,Poverty Percent
2020,Census Tract 32.08,307,2447,0.125
2020,Census Tract 32.08,444,1730,0.257
2020,Census Tract 32.08,65,1020,0.064
2020,Census Tract 32.08,88,181,0.486
2020,Census Tract 32.08,1016,6983,0.145
2020,Census Tract 32.08,569,3570,0.159
2020,Census Tract 32.08,447,3413,0.131
2020,Census Tract 32.09,88,1649,0.053
2020,Census Tract 32.09,133,2353,0.057
2020,Census Tract 32.09,31,750,0.041
2020,Census Tract 32.09,24,673,0.036
2020,Census Tract 32.09,0,119,0
2020,Census Tract 32.09,276,5544,0.05
2020,Census Tract 32.09,112,2938,0.038
2020,Census Tract 32.09,164,2606,0.063
2020,Census Tract 32.11,26,862,0.03
2020,Census Tract 32.11,25,1296,0.019
2020,Census Tract 32.11,30,559,0.054
2020,Census Tract 32.11,23,446,0.052
2020,Census Tract 32.11,0,166,0
2020,Census Tract 32.11,104,3329,0.031
2020,Census Tract 32.11,78,1686,0.046
2020,Census Tract 32.11,26,1643,0.016
2020,Census Tract 32.12,66,1125,0.059
2020,Census Tract 32.12,67,1529,0.044
2020,Census Tract 32.12,48,675,0.071
2020,Census Tract 32.12,65,584,0.111
2020,Census Tract 32.12,0,128,0
2020,Census Tract 32.12,246,4041,0.061
2020,Census Tract 32.12,160,1967,0.081
2020,Census Tract 32.12,86,2074,0.041
2020,Census Tract 32.13,118,907,0.13
2020,Census Tract 32.13,128,1685,0.076
2020,Census Tract 32.13,55,600,0.092
2020,Census Tract 32.13,18,581,0.031
2020,Census Tract 32.13,0,191,0
2020,Census Tract 32.13,319,3964,0.08
2020,Census Tract 32.13,124,2049,0.061
2020,Census Tract 32.13,195,1915,0.102
2020,Census Tract 32.14,67,1530,0.044
2020,Census Tract 32.14,89,1598,0.056
2020,Census Tract 32.14,105,683,0.154
2020,Census Tract 32.14,18,974,0.018
2020,Census Tract 32.14,0,358,0
2020,Census Tract 32.14,279,5143,0.054
2020,Census Tract 32.14,176,2365,0.074
2020,Census Tract 32.14,103,2778,0.037
2020,Census Tract 33.01,188,1020,0.184
2020,Census Tract 33.01,172,1244,0.138
2020,Census Tract 33.01,244,980,0.249
2020,Census Tract 33.01,16,212,0.075
2020,Census Tract 33.01,271,438,0.619
2020,Census Tract 33.01,891,3894,0.229
2020,Census Tract 33.01,524,2043,0.256
2020,Census Tract 33.01,367,1851,0.198
2020,Census Tract 33.03,245,1096,0.224
2020,Census Tract 33.03,259,1379,0.188
2020,Census Tract 33.03,282,1097,0.257
2020,Census Tract 33.03,219,521,0.42
2020,Census Tract 33.03,101,318,0.318
2020,Census Tract 33.03,1106,4411,0.251
2020,Census Tract 33.03,652,2469,0.264
2020,Census Tract 33.03,454,1942,0.234
2020,Census Tract 33.04,150,1036,0.145
2020,Census Tract 33.04,228,1180,0.193
2020,Census Tract 33.04,328,930,0.353
2020,Census Tract 33.04,58,275,0.211
2020,Census Tract 33.04,64,271,0.236
2020,Census Tract 33.04,828,3692,0.224
2020,Census Tract 33.04,443,2055,0.216
2020,Census Tract 33.04,385,1637,0.235
2020,Census Tract 33.05,647,2019,0.32
2020,Census Tract 33.05,622,2213,0.281
2020,Census Tract 33.05,698,1757,0.397
2020,Census Tract 33.05,44,512,0.086
2020,Census Tract 33.05,258,518,0.498
2020,Census Tract 33.05,2269,7019,0.323
2020,Census Tract 33.05,1299,3934,0.33
2020,Census Tract 33.05,970,3085,0.314
2020,Census Tract 34.01,170,2381,0.071
2020,Census Tract 34.01,110,2225,0.049
2020,Census Tract 34.01,132,719,0.184
2020,Census Tract 34.01,13,819,0.016
2020,Census Tract 34.01,19,554,0.034
2020,Census Tract 34.01,444,6698,0.066
2020,Census Tract 34.01,176,3449,0.051
2020,Census Tract 34.01,268,3249,0.082
2020,Census Tract 34.03,132,1005,0.131
2020,Census Tract 34.03,168,1598,0.105
2020,Census Tract 34.03,71,602,0.118
2020,Census Tract 34.03,44,370,0.119
2020,Census Tract 34.03,28,199,0.141
2020,Census Tract 34.03,443,3774,0.117
2020,Census Tract 34.03,183,1653,0.111
2020,Census Tract 34.03,260,2121,0.123
2020,Census Tract 34.04,436,1753,0.249
2020,Census Tract 34.04,352,1701,0.207
2020,Census Tract 34.04,315,1066,0.295
2020,Census Tract 34.04,123,447,0.275
2020,Census Tract 34.04,135,265,0.509
2020,Census Tract 34.04,1361,5232,0.26
2020,Census Tract 34.04,728,2614,0.279
2020,Census Tract 34.04,633,2618,0.242
2020,Census Tract 35.01,293,1423,0.206
2020,Census Tract 35.01,361,1498,0.241
2020,Census Tract 35.01,327,816,0.401
2020,Census Tract 35.01,55,325,0.169
2020,Census Tract 35.01,181,371,0.488
2020,Census Tract 35.01,1217,4433,0.275
2020,Census Tract 35.01,698,2126,0.328
2020,Census Tract 35.01,519,2307,0.225
2020,Census Tract 35.02,313,1324,0.236
2020,Census Tract 35.02,424,1716,0.247
2020,Census Tract 35.02,324,873,0.371
2020,Census Tract 35.02,208,895,0.232
2020,Census Tract 35.02,86,306,0.281
2020,Census Tract 35.02,1355,5114,0.265
2020,Census Tract 35.02,772,2702,0.286
2020,Census Tract 35.02,583,2412,0.242
2020,Census Tract 36.01,84,819,0.103
2020,Census Tract 36.01,117,1141,0.103
2020,Census Tract 36.01,215,970,0.222
2020,Census Tract 36.01,37,228,0.162
2020,Census Tract 36.01,63,193,0.326
2020,Census Tract 36.01,516,3351,0.154
2020,Census Tract 36.01,297,1670,0.178
2020,Census Tract 36.01,219,1681,0.13
2020,Census Tract 36.02,114,1079,0.106
2020,Census Tract 36.02,98,1069,0.092
2020,Census Tract 36.02,98,676,0.145
2020,Census Tract 36.02,24,375,0.064
2020,Census Tract 36.02,85,321,0.265
2020,Census Tract 36.02,419,3520,0.119
2020,Census Tract 36.02,240,1732,0.139
2020,Census Tract 36.02,179,1788,0.1
2020,Census Tract 36.03,261,996,0.262
2020,Census Tract 36.03,217,1207,0.18
2020,Census Tract 36.03,214,710,0.301
2020,Census Tract 36.03,15,374,0.04
2020,Census Tract 36.03,68,233,0.292
2020,Census Tract 36.03,775,3520,0.22
2020,Census Tract 36.03,417,1875,0.222
2020,Census Tract 36.03,358,1645,0.218
2020,Census Tract 38,0,0,
2020,Census Tract 38,0,0,
2020,Census Tract 38,0,0,
2020,Census Tract 38,0,0,
2020,Census Tract 38,0,0,
2020,Census Tract 38,0,0,
2020,Census Tract 38,0,0,
2020,Census Tract 38,0,0,
2020,Census Tract 39.01,197,1268,0.155
2020,Census Tract 39.01,286,1533,0.187
2020,Census Tract 39.01,277,1128,0.246
2020,Census Tract 39.01,108,237,0.456
2020,Census Tract 39.01,39,326,0.12
2020,Census Tract 39.01,907,4492,0.202
2020,Census Tract 39.01,553,1963,0.282
2020,Census Tract 39.01,354,2529,0.14
2020,Census Tract 39.02,240,1204,0.199
2020,Census Tract 39.02,207,1721,0.12
2020,Census Tract 39.02,251,882,0.285
2020,Census Tract 39.02,63,353,0.178
2020,Census Tract 39.02,161,579,0.278
2020,Census Tract 39.02,922,4739,0.195
2020,Census Tract 39.02,457,2196,0.208
2020,Census Tract 39.02,465,2543,0.183
2020,Census Tract 40,225,1342,0.168
2020,Census Tract 40,163,1501,0.109
2020,Census Tract 40,298,1232,0.242
2020,Census Tract 40,39,189,0.206
2020,Census Tract 40,107,242,0.442
2020,Census Tract 40,832,4506,0.185
2020,Census Tract 40,463,2101,0.22
2020,Census Tract 40,369,2405,0.153
2020,Census Tract 41.01,272,2085,0.13
2020,Census Tract 41.01,159,1563,0.102
2020,Census Tract 41.01,175,595,0.294
2020,Census Tract 41.01,36,246,0.146
2020,Census Tract 41.01,43,203,0.212
2020,Census Tract 41.01,685,4692,0.146
2020,Census Tract 41.01,266,2222,0.12
2020,Census Tract 41.01,419,2470,0.17
2020,Census Tract 41.02,245,1064,0.23
2020,Census Tract 41.02,112,803,0.139
2020,Census Tract 41.02,22,202,0.109
2020,Census Tract 41.02,31,208,0.149
2020,Census Tract 41.02,24,67,0.358
2020,Census Tract 41.02,434,2344,0.185
2020,Census Tract 41.02,223,1141,0.195
2020,Census Tract 41.02,211,1203,0.175
2020,Census Tract 42,0,1368,0
2020,Census Tract 42,159,2608,0.061
2020,Census Tract 42,23,673,0.034
2020,Census Tract 42,50,603,0.083
2020,Census Tract 42,0,565,0
2020,Census Tract 42,232,5817,0.04
2020,Census Tract 42,193,2919,0.066
2020,Census Tract 42,39,2898,0.013
2020,Census Tract 43,201,1196,0.168
2020,Census Tract 43,66,1482,0.045
2020,Census Tract 43,16,370,0.043
2020,Census Tract 43,70,685,0.102
2020,Census Tract 43,0,222,0
2020,Census Tract 43,353,3955,0.089
2020,Census Tract 43,236,2095,0.113
2020,Census Tract 43,117,1860,0.063
2020,Census Tract 44,288,1446,0.199
2020,Census Tract 44,130,1605,0.081
2020,Census Tract 44,54,359,0.15
2020,Census Tract 44,63,479,0.132
2020,Census Tract 44,0,234,0
2020,Census Tract 44,535,4123,0.13
2020,Census Tract 44,230,1839,0.125
2020,Census Tract 44,305,2284,0.134
2020,Census Tract 45.01,90,1296,0.069
2020,Census Tract 45.01,145,848,0.171
2020,Census Tract 45.01,26,121,0.215
2020,Census Tract 45.01,0,109,0
2020,Census Tract 45.01,0,49,0
2020,Census Tract 45.01,261,2423,0.108
2020,Census Tract 45.01,92,1296,0.071
2020,Census Tract 45.01,169,1127,0.15
2020,Census Tract 46,31,770,0.04
2020,Census Tract 46,155,772,0.201
2020,Census Tract 46,13,54,0.241
2020,Census Tract 46,9,289,0.031
2020,Census Tract 46,0,82,0
2020,Census Tract 46,208,1967,0.106
2020,Census Tract 46,103,974,0.106
2020,Census Tract 46,105,993,0.106
2020,Census Tract 47,44,569,0.077
2020,Census Tract 47,102,678,0.15
2020,Census Tract 47,40,187,0.214
2020,Census Tract 47,42,139,0.302
2020,Census Tract 47,17,64,0.266
2020,Census Tract 47,245,1637,0.15
2020,Census Tract 47,124,761,0.163
2020,Census Tract 47,121,876,0.138
2020,Census Tract 48,93,738,0.126
2020,Census Tract 48,460,1671,0.275
2020,Census Tract 48,178,672,0.265
2020,Census Tract 48,138,637,0.217
2020,Census Tract 48,84,188,0.447
2020,Census Tract 48,953,3906,0.244
2020,Census Tract 48,422,1528,0.276
2020,Census Tract 48,531,2378,0.223
2020,Census Tract 49,206,1697,0.121
2020,Census Tract 49,399,1716,0.233
2020,Census Tract 49,344,1179,0.292
2020,Census Tract 49,40,397,0.101
2020,Census Tract 49,248,442,0.561
2020,Census Tract 49,1237,5431,0.228
2020,Census Tract 49,628,2770,0.227
2020,Census Tract 49,609,2661,0.229
2020,Census Tract 50,90,662,0.136
2020,Census Tract 50,123,657,0.187
2020,Census Tract 50,120,412,0.291
2020,Census Tract 50,42,229,0.183
2020,Census Tract 50,52,206,0.252
2020,Census Tract 50,427,2166,0.197
2020,Census Tract 50,296,1139,0.26
2020,Census Tract 50,131,1027,0.128
2020,Census Tract 51.01,148,677,0.219
2020,Census Tract 51.01,30,419,0.072
2020,Census Tract 51.01,31,322,0.096
2020,Census Tract 51.01,29,164,0.177
2020,Census Tract 51.01,37,175,0.211
2020,Census Tract 51.01,275,1757,0.157
2020,Census Tract 51.01,98,863,0.114
2020,Census Tract 51.01,177,894,0.198
2020,Census Tract 51.02,227,1509,0.15
2020,Census Tract 51.02,306,1418,0.216
2020,Census Tract 51.02,0,0,
2020,Census Tract 51.02,34,266,0.128
2020,Census Tract 51.02,0,88,0
2020,Census Tract 51.02,567,3281,0.173
2020,Census Tract 51.02,136,1265,0.108
2020,Census Tract 51.02,431,2016,0.214
2020,Census Tract 51.03,146,441,0.331
2020,Census Tract 51.03,933,1375,0.679
2020,Census Tract 51.03,25,376,0.066
2020,Census Tract 51.03,196,281,0.698
2020,Census Tract 51.03,0,144,0
2020,Census Tract 51.03,1300,2617,0.497
2020,Census Tract 51.03,573,1264,0.453
2020,Census Tract 51.03,727,1353,0.537
2020,Census Tract 52.01,163,1805,0.09
2020,Census Tract 52.01,136,720,0.189
2020,Census Tract 52.01,49,78,0.628
2020,Census Tract 52.01,65,168,0.387
2020,Census Tract 52.01,59,85,0.694
2020,Census Tract 52.01,472,2856,0.165
2020,Census Tract 52.01,81,1190,0.068
2020,Census Tract 52.01,391,1666,0.235
2020,Census Tract 52.02,403,2208,0.183
2020,Census Tract 52.02,468,1410,0.332
2020,Census Tract 52.02,47,77,0.61
2020,Census Tract 52.02,214,616,0.347
2020,Census Tract 52.02,36,163,0.221
2020,Census Tract 52.02,1168,4474,0.261
2020,Census Tract 52.02,460,1752,0.263
2020,Census Tract 52.02,708,2722,0.26
2020,Census Tract 53.01,145,1187,0.122
2020,Census Tract 53.01,102,887,0.115
2020,Census Tract 53.01,0,10,0
2020,Census Tract 53.01,138,244,0.566
2020,Census Tract 53.01,0,58,0
2020,Census Tract 53.01,385,2386,0.161
2020,Census Tract 53.01,198,1098,0.18
2020,Census Tract 53.01,187,1288,0.145
2020,Census Tract 53.02,68,358,0.19
2020,Census Tract 53.02,92,633,0.145
2020,Census Tract 53.02,0,69,0
2020,Census Tract 53.02,144,516,0.279
2020,Census Tract 53.02,0,13,0
2020,Census Tract 53.02,304,1589,0.191
2020,Census Tract 53.02,178,815,0.218
2020,Census Tract 53.02,126,774,0.163
2020,Census Tract 54.01,0,510,0
2020,Census Tract 54.01,103,764,0.135
2020,Census Tract 54.01,0,88,0
2020,Census Tract 54.01,54,245,0.22
2020,Census Tract 54.01,0,101,0
2020,Census Tract 54.01,157,1708,0.092
2020,Census Tract 54.01,26,684,0.038
2020,Census Tract 54.01,131,1024,0.128
2020,Census Tract 54.02,38,1258,0.03
2020,Census Tract 54.02,27,1482,0.018
2020,Census Tract 54.02,0,0,
2020,Census Tract 54.02,442,1326,0.333
2020,Census Tract 54.02,0,0,
2020,Census Tract 54.02,507,4066,0.125
2020,Census Tract 54.02,205,2266,0.09
2020,Census Tract 54.02,302,1800,0.168
2020,Census Tract 54.03,46,337,0.136
2020,Census Tract 54.03,56,1151,0.049
2020,Census Tract 54.03,0,0,
2020,Census Tract 54.03,93,1048,0.089
2020,Census Tract 54.03,0,0,
2020,Census Tract 54.03,195,2536,0.077
2020,Census Tract 54.03,40,1237,0.032
2020,Census Tract 54.03,155,1299,0.119
2020,Census Tract 55,0,0,
2020,Census Tract 55,0,0,
2020,Census Tract 55,0,0,
2020,Census Tract 55,0,0,
2020,Census Tract 55,0,0,
2020,Census Tract 55,0,0,
2020,Census Tract 55,0,0,
2020,Census Tract 55,0,0,
2020,Census Tract 56.01,1,403,0.002
2020,Census Tract 56.01,279,1318,0.212
2020,Census Tract 56.01,0,21,0
2020,Census Tract 56.01,108,563,0.192
2020,Census Tract 56.01,0,109,0
2020,Census Tract 56.01,388,2414,0.161
2020,Census Tract 56.01,248,1025,0.242
2020,Census Tract 56.01,140,1389,0.101
2020,Census Tract 56.02,169,1153,0.147
2020,Census Tract 56.02,73,704,0.104
2020,Census Tract 56.02,0,0,
2020,Census Tract 56.02,17,212,0.08
2020,Census Tract 56.02,0,0,
2020,Census Tract 56.02,259,2069,0.125
2020,Census Tract 56.02,69,1049,0.066
2020,Census Tract 56.02,190,1020,0.186
2020,Census Tract 57,141,474,0.297
2020,Census Tract 57,139,656,0.212
2020,Census Tract 57,15,72,0.208
2020,Census Tract 57,142,321,0.442
2020,Census Tract 57,0,14,0
2020,Census Tract 57,437,1537,0.284
2020,Census Tract 57,202,849,0.238
2020,Census Tract 57,235,688,0.342
2020,Census Tract 58.01,108,933,0.116
2020,Census Tract 58.01,49,570,0.086
2020,Census Tract 58.01,0,68,0
2020,Census Tract 58.01,32,63,0.508
2020,Census Tract 58.01,0,19,0
2020,Census Tract 58.01,189,1653,0.114
2020,Census Tract 58.01,54,738,0.073
2020,Census Tract 58.01,135,915,0.148
2020,Census Tract 58.02,32,1184,0.027
2020,Census Tract 58.02,82,1049,0.078
2020,Census Tract 58.02,0,0,
2020,Census Tract 58.02,0,202,0
2020,Census Tract 58.02,0,24,0
2020,Census Tract 58.02,114,2459,0.046
2020,Census Tract 58.02,47,1219,0.039
2020,Census Tract 58.02,67,1240,0.054
2020,Census Tract 59,186,1479,0.126
2020,Census Tract 59,98,1179,0.083
2020,Census Tract 59,0,39,0
2020,Census Tract 59,19,570,0.033
2020,Census Tract 59,0,47,0
2020,Census Tract 59,303,3314,0.091
2020,Census Tract 59,255,1594,0.16
2020,Census Tract 59,48,1720,0.028
2020,Census Tract 60,147,863,0.17
2020,Census Tract 60,307,1696,0.181
2020,Census Tract 60,0,80,0
2020,Census Tract 60,56,1242,0.045
2020,Census Tract 60,0,234,0
2020,Census Tract 60,510,4115,0.124
2020,Census Tract 60,210,2288,0.092
2020,Census Tract 60,300,1827,0.164
2020,Census Tract 61,75,704,0.107
2020,Census Tract 61,57,853,0.067
2020,Census Tract 61,0,239,0
2020,Census Tract 61,0,390,0
2020,Census Tract 61,0,107,0
2020,Census Tract 61,132,2293,0.058
2020,Census Tract 61,100,1261,0.079
2020,Census Tract 61,32,1032,0.031
2020,Census Tract 62,0,0,
2020,Census Tract 62,0,0,
2020,Census Tract 62,0,0,
2020,Census Tract 62,0,0,
2020,Census Tract 62,0,0,
2020,Census Tract 62,0,0,
2020,Census Tract 62,0,0,
2020,Census Tract 62,0,0,
2020,Census Tract 63,0,0,
2020,Census Tract 63,0,0,
2020,Census Tract 63,0,0,
2020,Census Tract 63,0,0,
2020,Census Tract 63,0,0,
2020,Census Tract 63,0,0,
2020,Census Tract 63,0,0,
2020,Census Tract 63,0,0,
2020,Census Tract 65,183,645,0.284
2020,Census Tract 65,413,1618,0.255
2020,Census Tract 65,0,172,0
2020,Census Tract 65,101,894,0.113
2020,Census Tract 65,112,140,0.8
2020,Census Tract 65,809,3469,0.233
2020,Census Tract 65,282,1323,0.213
2020,Census Tract 65,527,2146,0.246
2020,Census Tract 66,63,501,0.126
2020,Census Tract 66,48,367,0.131
2020,Census Tract 66,54,495,0.109
2020,Census Tract 66,0,29,0
2020,Census Tract 66,66,428,0.154
2020,Census Tract 66,231,1820,0.127
2020,Census Tract 66,96,926,0.104
2020,Census Tract 66,135,894,0.151
2020,Census Tract 68.01,74,1189,0.062
2020,Census Tract 68.01,179,1151,0.156
2020,Census Tract 68.01,96,372,0.258
2020,Census Tract 68.01,36,396,0.091
2020,Census Tract 68.01,0,152,0
2020,Census Tract 68.01,385,3260,0.118
2020,Census Tract 68.01,262,1710,0.153
2020,Census Tract 68.01,123,1550,0.079
2020,Census Tract 68.02,470,2222,0.212
2020,Census Tract 68.02,225,2089,0.108
2020,Census Tract 68.02,39,550,0.071
2020,Census Tract 68.02,0,423,0
2020,Census Tract 68.02,20,149,0.134
2020,Census Tract 68.02,754,5433,0.139
2020,Census Tract 68.02,445,2216,0.201
2020,Census Tract 68.02,309,3217,0.096
2020,Census Tract 69,211,1336,0.158
2020,Census Tract 69,147,2494,0.059
2020,Census Tract 69,0,1190,0
2020,Census Tract 69,102,891,0.114
2020,Census Tract 69,0,150,0
2020,Census Tract 69,460,6061,0.076
2020,Census Tract 69,361,3112,0.116
2020,Census Tract 69,99,2949,0.034
2020,Census Tract 70.02,72,299,0.241
2020,Census Tract 70.02,60,1356,0.044
2020,Census Tract 70.02,26,453,0.057
2020,Census Tract 70.02,74,826,0.09
2020,Census Tract 70.02,0,77,0
2020,Census Tract 70.02,232,3011,0.077
2020,Census Tract 70.02,53,1412,0.038
2020,Census Tract 70.02,179,1599,0.112
2020,Census Tract 216,38,421,0.09
2020,Census Tract 71,15,617,0.024
2020,Census Tract 71,86,1419,0.061
2020,Census Tract 71,46,479,0.096
2020,Census Tract 71,109,2045,0.053
2020,Census Tract 71,0,154,0
2020,Census Tract 71,256,4714,0.054
2020,Census Tract 71,205,2350,0.087
2020,Census Tract 71,51,2364,0.022
2020,Census Tract 72,57,517,0.11
2020,Census Tract 72,73,1596,0.046
2020,Census Tract 72,2,518,0.004
2020,Census Tract 72,31,901,0.034
2020,Census Tract 72,79,352,0.224
2020,Census Tract 72,242,3884,0.062
2020,Census Tract 72,140,1915,0.073
2020,Census Tract 72,102,1969,0.052
2020,Census Tract 73.02,25,345,0.072
2020,Census Tract 73.02,76,1150,0.066
2020,Census Tract 73.02,0,410,0
2020,Census Tract 73.02,30,519,0.058
2020,Census Tract 73.02,0,165,0
2020,Census Tract 73.02,131,2589,0.051
2020,Census Tract 73.02,82,1122,0.073
2020,Census Tract 73.02,49,1467,0.033
2020,Census Tract 73.03,72,777,0.093
2020,Census Tract 73.03,51,491,0.104
2020,Census Tract 73.03,0,28,0
2020,Census Tract 73.03,18,338,0.053
2020,Census Tract 73.03,0,116,0
2020,Census Tract 73.03,141,1750,0.081
2020,Census Tract 73.03,77,996,0.077
2020,Census Tract 73.03,64,754,0.085
2020,Census Tract 73.04,282,1399,0.202
2020,Census Tract 73.04,211,1440,0.147
2020,Census Tract 73.04,0,151,0
2020,Census Tract 73.04,0,504,0
2020,Census Tract 73.04,0,35,0
2020,Census Tract 73.04,493,3529,0.14
2020,Census Tract 73.04,355,1534,0.231
2020,Census Tract 73.04,138,1995,0.069
2020,Census Tract 74.01,118,1065,0.111
2020,Census Tract 74.01,92,1043,0.088
2020,Census Tract 74.01,158,346,0.457
2020,Census Tract 74.01,0,505,0
2020,Census Tract 74.01,0,197,0
2020,Census Tract 74.01,368,3156,0.117
2020,Census Tract 74.01,270,1576,0.171
2020,Census Tract 74.01,98,1580,0.062
2020,Census Tract 74.02,106,1298,0.082
2020,Census Tract 74.02,83,1737,0.048
2020,Census Tract 74.02,31,343,0.09
2020,Census Tract 74.02,0,368,0
2020,Census Tract 74.02,22,688,0.032
2020,Census Tract 74.02,242,4434,0.055
2020,Census Tract 74.02,120,2546,0.047
2020,Census Tract 74.02,122,1888,0.065
2020,Census Tract 75.01,145,2137,0.068
2020,Census Tract 75.01,278,1684,0.165
2020,Census Tract 75.01,0,120,0
2020,Census Tract 75.01,36,299,0.12
2020,Census Tract 75.01,0,195,0
2020,Census Tract 75.01,459,4435,0.103
2020,Census Tract 75.01,247,2467,0.1
2020,Census Tract 75.01,212,1968,0.108
2020,Census Tract 75.02,108,1406,0.077
2020,Census Tract 75.02,140,1287,0.109
2020,Census Tract 75.02,0,116,0
2020,Census Tract 75.02,9,382,0.024
2020,Census Tract 75.02,0,144,0
2020,Census Tract 75.02,257,3335,0.077
2020,Census Tract 75.02,91,1351,0.067
2020,Census Tract 75.02,166,1984,0.084
2020,Census Tract 76.01,142,1086,0.131
2020,Census Tract 76.01,141,968,0.146
2020,Census Tract 76.01,3,36,0.083
2020,Census Tract 76.01,59,265,0.223
2020,Census Tract 76.01,0,52,0
2020,Census Tract 76.01,345,2407,0.143
2020,Census Tract 76.01,192,899,0.214
2020,Census Tract 76.01,153,1508,0.101
2020,Census Tract 76.02,24,754,0.032
2020,Census Tract 76.02,0,586,0
2020,Census Tract 76.02,0,95,0
2020,Census Tract 76.02,0,270,0
2020,Census Tract 76.02,0,0,
2020,Census Tract 76.02,24,1705,0.014
2020,Census Tract 76.02,0,731,0
2020,Census Tract 76.02,24,974,0.025
2020,Census Tract 77.01,38,2054,0.019
2020,Census Tract 77.01,136,1594,0.085
2020,Census Tract 77.01,0,91,0
2020,Census Tract 77.01,37,386,0.096
2020,Census Tract 77.01,0,79,0
2020,Census Tract 77.01,211,4204,0.05
2020,Census Tract 77.01,93,1884,0.049
2020,Census Tract 77.01,118,2320,0.051
2020,Census Tract 77.02,175,1949,0.09
2020,Census Tract 77.02,116,1339,0.087
2020,Census Tract 77.02,20,148,0.135
2020,Census Tract 77.02,13,172,0.076
2020,Census Tract 77.02,0,86,0
2020,Census Tract 77.02,324,3694,0.088
2020,Census Tract 77.02,111,2006,0.055
2020,Census Tract 77.02,213,1688,0.126
2020,Census Tract 78,111,2756,0.04
2020,Census Tract 78,52,1561,0.033
2020,Census Tract 78,16,654,0.024
2020,Census Tract 78,11,398,0.028
2020,Census Tract 78,0,390,0
2020,Census Tract 78,190,5759,0.033
2020,Census Tract 78,85,2535,0.034
2020,Census Tract 78,105,3224,0.033
2020,Census Tract 79.05,209,1326,0.158
2020,Census Tract 79.05,166,942,0.176
2020,Census Tract 79.05,65,120,0.542
2020,Census Tract 79.05,36,136,0.265
2020,Census Tract 79.05,38,80,0.475
2020,Census Tract 79.05,514,2604,0.197
2020,Census Tract 79.05,333,1338,0.249
2020,Census Tract 79.05,181,1266,0.143
2020,Census Tract 79.07,307,2227,0.138
2020,Census Tract 79.07,140,880,0.159
2020,Census Tract 79.07,9,130,0.069
2020,Census Tract 79.07,27,141,0.191
2020,Census Tract 79.07,0,84,0
2020,Census Tract 79.07,483,3462,0.14
2020,Census Tract 79.07,252,1818,0.139
2020,Census Tract 79.07,231,1644,0.141
2020,Census Tract 79.08,117,1881,0.062
2020,Census Tract 79.08,79,1275,0.062
2020,Census Tract 79.08,9,231,0.039
2020,Census Tract 79.08,7,117,0.06
2020,Census Tract 79.08,21,195,0.108
2020,Census Tract 79.08,233,3699,0.063
2020,Census Tract 79.08,160,1940,0.082
2020,Census Tract 79.08,73,1759,0.042
2020,Census Tract 79.10,287,1980,0.145
2020,Census Tract 79.10,46,659,0.07
2020,Census Tract 79.10,44,87,0.506
2020,Census Tract 79.10,0,392,0
2020,Census Tract 79.10,48,129,0.372
2020,Census Tract 79.10,425,3247,0.131
2020,Census Tract 79.10,251,1596,0.157
2020,Census Tract 79.10,174,1651,0.105
2020,Census Tract 79.11,317,1058,0.3
2020,Census Tract 79.11,20,779,0.026
2020,Census Tract 79.11,0,85,0
2020,Census Tract 79.11,13,273,0.048
2020,Census Tract 79.11,0,123,0
2020,Census Tract 79.11,350,2318,0.151
2020,Census Tract 79.11,297,1311,0.227
2020,Census Tract 79.11,53,1007,0.053
2020,Census Tract 79.12,76,863,0.088
2020,Census Tract 79.12,12,480,0.025
2020,Census Tract 79.12,0,78,0
2020,Census Tract 79.12,0,104,0
2020,Census Tract 79.12,0,115,0
2020,Census Tract 79.12,88,1640,0.054
2020,Census Tract 79.12,0,772,0
2020,Census Tract 79.12,88,868,0.101
2020,Census Tract 80.02,6,533,0.011
2020,Census Tract 80.02,60,1274,0.047
2020,Census Tract 80.02,28,399,0.07
2020,Census Tract 80.02,9,381,0.024
2020,Census Tract 80.02,0,182,0
2020,Census Tract 80.02,103,2769,0.037
2020,Census Tract 80.02,75,1235,0.061
2020,Census Tract 80.02,28,1534,0.018
2020,Census Tract 80.03,188,1859,0.101
2020,Census Tract 80.03,68,1183,0.057
2020,Census Tract 80.03,0,110,0
2020,Census Tract 80.03,25,400,0.063
2020,Census Tract 80.03,0,223,0
2020,Census Tract 80.03,281,3775,0.074
2020,Census Tract 80.03,154,1648,0.093
2020,Census Tract 80.03,127,2127,0.06
2020,Census Tract 80.06,97,1364,0.071
2020,Census Tract 80.06,14,1414,0.01
2020,Census Tract 80.06,6,363,0.017
2020,Census Tract 80.06,14,521,0.027
2020,Census Tract 80.06,0,179,0
2020,Census Tract 80.06,131,3841,0.034
2020,Census Tract 80.06,44,1797,0.024
2020,Census Tract 80.06,87,2044,0.043
2020,Census Tract 81.01,87,923,0.094
2020,Census Tract 81.01,50,1454,0.034
2020,Census Tract 81.01,0,333,0
2020,Census Tract 81.01,55,884,0.062
2020,Census Tract 81.01,0,176,0
2020,Census Tract 81.01,192,3770,0.051
2020,Census Tract 81.01,91,1926,0.047
2020,Census Tract 81.01,101,1844,0.055
2020,Census Tract 81.02,9,506,0.018
2020,Census Tract 81.02,58,1586,0.037
2020,Census Tract 81.02,0,541,0
2020,Census Tract 81.02,23,667,0.034
2020,Census Tract 81.02,0,215,0
2020,Census Tract 81.02,90,3515,0.026
2020,Census Tract 81.02,51,1674,0.03
